depth,phi,theta
2477,31213,9054
2374,31124,9130
2342,31032,9212
2623,31438,8977
2557,31342,9051
2503,31257,9131
2411,31166,9217
2602,31567,8970
2403,31475,9048
2501,31390,9131
2454,31302,9221
2682,31695,8963
2422,31605,9045
2355,31524,9132
2426,31437,9226
2716,31825,8956
2445,31737,9042
2376,31657,9132
2310,31574,9230
2756,31953,8949
2478,31867,9039
2399,31791,9133
2328,31709,9235
2790,32082,8943
2530,31998,9036
2422,31924,9134
2358,31845,9239
2779,32210,8936
2736,32129,9033
2461,32057,9134
2375,31981,9244
2743,32338,8929
2772,32259,9030
2682,32190,9135
2387,32118,9248
2713,32466,8923
2750,32390,9027
2717,32323,9136
2613,32253,9252
2684,32593,8917
2728,32521,9024
2741,32458,9136
2647,32391,9256
2653,32722,8910
2696,32652,9021
2732,32592,9137
2684,32527,9261
2633,32851,8904
2670,32783,9019
2714,32725,9137
2719,32663,9265
2612,32979,8898
2650,32914,9016
2690,32858,9138
2724,32800,9269
2695,33106,8892
2708,33043,9014
2775,32991,9138
2767,32937,9273
3213,33233,8886
2800,33175,9011
2884,33124,9139
2761,33073,9276
2634,33361,8881
2668,33305,9009
2703,33259,9139
2736,33209,9280
2612,33491,8875
2650,33436,9006
2687,33393,9140
2721,33347,9284
1941,33618,8870
1875,33567,9004
2663,33527,9140
2702,33485,9287
1990,33745,8864
1910,33698,9001
1845,33660,9141
1802,33622,9291
2039,33873,8859
1945,33828,8999
1872,33794,9141
1806,33757,9295
2697,33999,8854
1990,33958,8997
1486,33926,9142
1468,33895,9298
1463,34125,8850
1468,34088,8995
1486,34061,9142
1485,34032,9301
1481,34254,8845
1482,34218,8993
1497,34196,9143
1517,34170,9304
1507,34382,8840
1493,34350,8991
1516,34329,9143
1534,34308,9307
1535,34509,8835
1523,34481,8989
1536,34463,9144
1550,34445,9310
3056,34635,8831
1539,34611,8987
1555,34597,9144
1572,34582,9313
2951,34763,8827
1559,34741,8985
1571,34729,9145
1586,34719,9316
2511,34889,8823
1582,34871,8983
1584,34864,9145
1608,34856,9319
2537,35017,8819
2545,35002,8982
1584,34998,9145
1596,34993,9321
2516,35143,8816
2536,35133,8980
1609,35133,9145
1608,35133,9324
2505,35271,8812
2529,35264,8978
2558,35266,9146
1602,35271,9326
2508,35397,8808
2528,35394,8977
2588,35401,9146
1618,35408,9328
2511,35525,8805
2564,35524,8975
2686,35535,9146
2729,35546,9330
2537,35650,8802
2656,35655,8974
2698,35668,9146
2734,35682,9332
2695,35778,8799
2709,35784,8973
2686,35802,9147
2742,35820,9334
2769,35905,8796
2673,35916,8972
2690,35935,9147
2750,35960,9336
2778,33,8793
2687,48,8970
2758,72,9147
2745,98,9338
2992,160,8791
2745,178,8969
2736,206,9147
2769,235,9339
3018,287,8788
2974,309,8968
2783,339,9147
2796,374,9340
2945,413,8786
3014,439,8967
2936,473,9147
2807,511,9342
3002,540,8784
3003,569,8966
3078,606,9147
2874,649,9343
2996,667,8782
3054,699,8965
3266,742,9147
3121,786,9344
3008,794,8780
3217,831,8964
3295,877,9147
3062,927,9344
3079,922,8778
3262,962,8963
3310,1010,9147
3118,1064,9345
3232,1048,8777
3280,1092,8963
3340,1145,9147
3330,1202,9346
3259,1176,8775
3309,1223,8962
3372,1279,9147
3439,1341,9346
3285,1301,8775
3339,1353,8962
3408,1412,9147
3478,1477,9347
3313,1428,8774
3372,1483,8961
3440,1546,9146
3521,1615,9347
3349,1556,8773
3412,1613,8960
3483,1680,9146
3559,1753,9347
3389,1685,8772
3451,1746,8960
3521,1817,9145
3526,1892,9347
3417,1811,8771
3493,1876,8960
3559,1951,9145
3502,2031,9346
3459,1938,8771
3530,2008,8959
3487,2084,9145
3549,2169,9346
3501,2066,8770
3538,2138,8959
3505,2219,9144
3566,2306,9346
3540,2192,8771
3470,2269,8959
3570,2352,9144
3488,2444,9345
3513,2320,8771
3528,2399,8958
3546,2487,9144
3422,2581,9344
3489,2447,8771
3576,2529,8959
3478,2622,9143
3552,2722,9343
3539,2575,8771
3528,2662,8958
3414,2757,9142
3613,2859,9342
3570,2703,8771
3469,2793,8958
3561,2891,9142
3678,2996,9341
3519,2830,8772
3485,2925,8958
3627,3025,9141
3757,3135,9339
3478,2957,8773
3574,3054,8959
3702,3159,9140
3847,3271,9338
3555,3085,8774
3655,3185,8959
3782,3293,9140
3946,3409,9336
3611,3212,8775
3725,3317,8959
3874,3426,9139
4034,3547,9335
3676,3342,8776
3812,3449,8959
3969,3563,9138
4144,3687,9332
3754,3469,8777
3898,3580,8959
4062,3697,9137
4254,3824,9330
3849,3598,8779
4004,3711,8960
4171,3832,9136
4941,3961,9328
3944,3726,8780
4092,3842,8960
4296,3966,9135
5092,4098,9326
4034,3852,8782
4215,3973,8961
4972,4100,9134
5235,4235,9323
4127,3981,8784
4332,4103,8961
5081,4233,9133
5417,4372,9321
4272,4109,8786
4999,4236,8962
5285,4367,9133
5608,4510,9318
2988,4238,8788
5181,4368,8962
5460,4502,9131
5811,4648,9315
2939,4366,8791
5379,4499,8963
5662,4636,9130
6040,4785,9312
2897,4495,8793
0,4630,8963
5910,4771,9129
6296,4922,9309
2875,4623,8796
2809,4761,8964
0,4905,9128
6569,5058,9305
2836,4752,8798
2780,4892,8965
0,5039,9126
0,5196,9302
2820,4880,8801
2752,5025,8966
2698,5172,9125
0,5333,9298
2797,5009,8804
2741,5157,8966
2677,5309,9123
2626,5470,9294
2784,5139,8807
2720,5290,8967
2663,5443,9122
2608,5608,9290
2759,5268,8810
2698,5421,8968
2653,5578,9121
2594,5744,9286
2741,5398,8813
2691,5552,8969
2640,5711,9119
2587,5880,9283
2726,5526,8817
2673,5684,8970
2622,5844,9118
2578,6016,9278
2708,5656,8820
2664,5815,8971
2617,5979,9116
2575,6153,9274
2662,5785,8824
2654,5948,8972
2605,6113,9114
2561,6291,9269
2571,5916,8827
2618,6081,8973
2598,6249,9113
2559,6427,9265
2497,6047,8831
2539,6213,8974
2581,6382,9111
2560,6564,9260
2426,6176,8835
2470,6346,8975
2528,6516,9109
2551,6700,9255
2360,6306,8839
2389,6477,8976
2460,6650,9107
2508,6834,9250
2308,6435,8843
2344,6609,8977
2387,6783,9106
2432,6971,9245
2259,6565,8847
2297,6741,8978
2332,6917,9104
2356,7106,9240
2219,6697,8851
2259,6873,8980
2271,7053,9101
2292,7243,9235
2177,6828,8856
2195,7007,8981
2219,7187,9100
2232,7379,9229
2138,6958,8860
2144,7139,8982
2164,7321,9098
2177,7514,9224
2103,7090,8864
2112,7271,8983
2126,7455,9095
2136,7649,9218
2055,7221,8869
2075,7404,8984
2082,7588,9093
2105,7785,9212
2027,7351,8874
2040,7537,8985
2051,7722,9091
2065,7920,9206
1997,7483,8878
2010,7669,8987
2019,7857,9089
2036,8055,9201
1977,7616,8883
1976,7803,8988
1991,7991,9087
2007,8191,9194
1938,7747,8888
1948,7937,8989
1971,8124,9084
1982,8326,9188
1905,7878,8892
1920,8069,8990
1932,8259,9082
1953,8460,9182
1883,8010,8897
1893,8202,8992
1910,8393,9080
1920,8596,9176
1854,8142,8902
1865,8335,8993
1879,8526,9077
1887,8730,9169
1827,8274,8907
1838,8468,8994
1862,8660,9075
1860,8864,9163
1808,8407,8912
1823,8600,8996
1833,8794,9072
1828,8999,9156
1796,8538,8918
1807,8734,8997
1806,8928,9070
1806,9133,9150
1784,8672,8923
1790,8867,8998
1783,9062,9067
1789,9268,9143
1768,8804,8928
1766,9001,9000
1763,9194,9065
1764,9402,9136
1739,8936,8933
1739,9134,9001
1743,9329,9062
1743,9535,9130
1726,9070,8938
1726,9268,9002
1735,9462,9059
1732,9669,9122
1705,9203,8943
1713,9401,9003
1716,9597,9057
1721,9803,9116
1695,9337,8949
1697,9534,9005
1691,9730,9054
1708,9936,9109
1681,9470,8954
1688,9669,9006
1689,9863,9051
1697,10070,9101
1668,9603,8959
1671,9802,9007
1669,9997,9048
1689,10202,9094
1657,9738,8965
1664,9935,9008
1662,10130,9046
1679,10337,9087
1656,9871,8970
1659,10069,9010
1657,10263,9043
1672,10469,9080
1653,10004,8975
1654,10203,9011
1658,10397,9040
1671,10601,9073
1647,10139,8981
1651,10336,9012
1650,10530,9037
1664,10735,9065
1642,10273,8986
1642,10471,9013
1648,10663,9034
1651,10867,9058
1638,10408,8991
1641,10604,9014
1649,10797,9031
1650,10999,9051
1641,10542,8997
1638,10738,9016
1644,10930,9028
1644,11133,9043
1638,10676,9002
1638,10873,9017
1637,11064,9025
1640,11265,9036
1641,10812,9007
1632,11008,9018
1644,11197,9022
1640,11397,9028
1640,10947,9013
1629,11141,9019
1643,11331,9019
1633,11529,9021
1627,11082,9018
1628,11275,9020
1640,11463,9016
1633,11661,9013
1643,11217,9023
1630,11410,9021
1634,11596,9013
1633,11794,9006
1645,11352,9028
1634,11544,9022
1634,11730,9010
1625,11924,8998
1648,11489,9033
1634,11678,9023
1631,11862,9007
1621,12057,8991
1645,11624,9038
1637,11813,9023
1634,11995,9003
1624,12188,8983
1649,11759,9044
1639,11947,9024
1633,12129,9000
1631,12319,8976
1655,11896,9049
1642,12081,9026
1641,12261,8997
1633,12451,8968
1657,12031,9054
1654,12216,9026
1643,12394,8994
1644,12582,8960
1670,12167,9059
1662,12350,9027
1652,12527,8990
1646,12712,8953
1670,12304,9063
1668,12485,9028
1661,12660,8987
1657,12844,8945
1680,12440,9069
1674,12620,9028
1662,12792,8984
1664,12975,8938
1685,12576,9073
1693,12754,9029
1670,12926,8981
1683,13105,8930
1695,12713,9078
1699,12888,9030
1691,13058,8977
1695,13236,8923
1707,12850,9083
1717,13024,9030
1709,13190,8974
1706,13366,8915
1729,12986,9088
1728,13159,9031
1728,13324,8970
1667,13496,8908
1754,13124,9092
1743,13293,9032
1693,13456,8967
1730,13627,8900
1775,13261,9096
1748,13428,9032
1755,13588,8964
1748,13757,8893
1791,13399,9101
1786,13563,9032
1768,13721,8960
1761,13886,8886
1805,13536,9105
1803,13698,9033
1792,13853,8957
1776,14017,8878
1825,13672,9109
1817,13833,9033
1810,13986,8954
1798,14147,8871
1845,13811,9113
1832,13968,9033
1826,14119,8950
1810,14276,8864
1873,13948,9117
1858,14102,9034
1854,14251,8947
1825,14406,8857
1899,14085,9121
1888,14238,9034
1864,14383,8944
1836,14536,8849
1929,14224,9125
1914,14373,9034
1880,14516,8940
1855,14665,8842
1961,14361,9129
1931,14509,9034
1899,14648,8937
1880,14795,8835
1993,14499,9133
1952,14644,9034
1929,14779,8933
1906,14924,8828
2021,14638,9136
1987,14778,9034
1957,14913,8930
1924,15052,8821
2050,14776,9140
2019,14913,9034
1988,15045,8926
1946,15183,8814
2084,14913,9143
2056,15049,9033
2018,15176,8923
1992,15311,8808
2133,15053,9146
2092,15184,9033
2062,15309,8919
2025,15440,8801
2189,15191,9149
2142,15319,9033
2096,15441,8916
2059,15570,8794
2238,15329,9152
2191,15455,9033
2145,15574,8913
2105,15698,8788
2286,15468,9155
2239,15590,9032
2201,15706,8909
2146,15826,8781
2340,15606,9158
2282,15726,9032
2238,15837,8906
2189,15956,8774
2400,15745,9161
2337,15861,9031
2290,15969,8903
2238,16084,8768
2397,15884,9163
2401,15996,9031
2336,16102,8899
2278,16212,8762
2384,16023,9166
2397,16131,9030
2405,16233,8896
2330,16341,8755
2370,16161,9168
2387,16267,9029
2412,16366,8892
2380,16469,8749
2350,16301,9170
2389,16402,9029
2409,16498,8889
2424,16597,8743
2348,16439,9172
2379,16538,9028
2406,16629,8886
2428,16726,8737
2341,16578,9174
2373,16673,9027
2407,16760,8883
2427,16854,8731
2341,16718,9176
2373,16808,9026
2401,16893,8879
2427,16981,8726
2339,16857,9177
2359,16944,9025
2401,17024,8876
2426,17110,8720
2339,16995,9179
2359,17079,9024
2404,17156,8872
2426,17238,8714
2338,17136,9180
2377,17214,9023
2408,17289,8869
2429,17366,8709
2336,17274,9181
2377,17350,9022
2408,17420,8866
2436,17494,8703
2339,17413,9182
2377,17485,9020
2411,17551,8863
2443,17622,8698
2341,17553,9183
2382,17620,9019
2417,17684,8859
2448,17749,8693
2350,17692,9184
2384,17755,9018
2422,17815,8856
2457,17878,8688
2368,17831,9185
2398,17892,9016
2441,17946,8853
2472,18005,8683
2351,17971,9185
2409,18026,9015
2446,18078,8850
2476,18133,8678
1912,18110,9185
2419,18163,9013
2452,18209,8847
2493,18261,8673
2209,18249,9186
2440,18298,9011
2468,18342,8843
2506,18388,8668
2147,18389,9185
2386,18432,9010
2484,18473,8840
2525,18515,8664
2434,18528,9185
1959,18567,9008
2459,18604,8837
2536,18643,8660
2452,18667,9185
2069,18704,9006
1979,18735,8834
2555,18771,8655
2408,18807,9184
2497,18838,9004
2103,18868,8831
2558,18899,8651
2388,18946,9184
2518,18974,9002
2028,18999,8828
2059,19026,8647
2428,19085,9183
2489,19109,9000
2188,19131,8825
2066,19153,8643
2532,19225,9182
2551,19244,8998
2603,19262,8822
2092,19281,8639
2555,19364,9181
2585,19379,8996
2585,19393,8819
2230,19409,8635
2575,19503,9180
2611,19515,8994
2634,19524,8816
2695,19536,8632
2604,19642,9178
2643,19650,8991
2682,19656,8813
2710,19663,8628
2617,19781,9177
2679,19786,8989
2721,19787,8810
2729,19791,8625
2662,19920,9175
2701,19921,8987
2759,19919,8807
2794,19918,8622
2717,20060,9173
2514,20055,8984
2761,20050,8805
2828,20045,8619
2502,20199,9171
2546,20190,8982
2594,20181,8802
2873,20172,8616
2534,20337,9169
2572,20326,8979
2607,20312,8799
2815,20301,8613
2558,20476,9167
2587,20460,8976
2665,20443,8797
2713,20428,8610
2824,20616,9164
2639,20595,8974
2688,20575,8794
2742,20555,8607
2936,20754,9161
2669,20731,8971
2732,20706,8791
2786,20683,8605
2941,20894,9158
2869,20866,8968
2772,20839,8788
3108,20811,8603
2603,21032,9155
3041,21001,8965
3126,20970,8786
3170,20938,8600
3064,21170,9152
2890,21134,8962
3200,21100,8783
3232,21066,8598
3200,21308,9149
2749,21270,8959
3265,21231,8781
3294,21194,8596
3271,21448,9145
3232,21404,8956
2992,21363,8778
3208,21321,8595
3341,21586,9142
3378,21539,8953
2892,21494,8776
3101,21449,8593
1824,21724,9138
3376,21674,8950
3469,21626,8773
3032,21577,8591
1810,21863,9134
3248,21808,8946
3578,21757,8771
3067,21705,8590
1795,22001,9130
3140,21944,8943
3512,21888,8768
3658,21832,8588
1774,22138,9126
1782,22078,8940
3486,22019,8766
3495,21960,8587
1744,22277,9121
1755,22212,8936
3214,22151,8764
3412,22087,8586
1702,22415,9117
1708,22346,8933
3414,22282,8761
3441,22216,8585
2797,22552,9112
2979,22482,8929
3304,22414,8759
3323,22344,8584
2680,22691,9108
2821,22616,8926
3142,22545,8757
3353,22471,8584
2974,22828,9103
2728,22751,8922
3080,22676,8755
3457,22600,8583
2975,22965,9098
2704,22885,8918
2910,22806,8753
3446,22728,8582
2896,23102,9092
2775,23018,8915
2701,22937,8751
3139,22856,8582
2806,23240,9087
2870,23152,8911
2665,23070,8749
2873,22984,8582
2781,23377,9082
2806,23287,8907
2690,23201,8747
2661,23113,8582
2763,23515,9076
2752,23421,8903
2717,23333,8744
2653,23241,8582
2729,23651,9070
2638,23554,8900
2681,23464,8743
2667,23370,8582
2815,23788,9064
2767,23689,8895
2691,23594,8741
2573,23498,8582
2880,23924,9058
2858,23823,8891
2790,23725,8739
2713,23627,8582
3880,24061,9052
4214,23956,8887
2831,23858,8737
2892,23755,8583
3775,24198,9046
4142,24089,8884
4504,23988,8735
4479,23885,8583
3686,24334,9040
3716,24224,8879
3684,24121,8733
4462,24013,8584
3611,24471,9033
3734,24358,8875
3674,24252,8732
3865,24143,8585
3512,24606,9027
3779,24492,8871
3669,24383,8730
3644,24271,8586
3447,24742,9020
3708,24625,8867
3670,24514,8728
3640,24400,8587
3377,24877,9013
3617,24758,8863
3680,24646,8727
3640,24529,8588
3310,25014,9006
3540,24891,8859
3714,24777,8725
3635,24659,8589
2762,25149,8999
2654,25026,8854
3715,24908,8724
3642,24788,8590
2475,25285,8992
2629,25158,8850
2582,25040,8722
3652,24917,8592
2554,25420,8985
2442,25293,8845
2457,25171,8721
2526,25047,8593
3009,25555,8977
3173,25425,8841
2433,25302,8719
2459,25175,8595
2911,25689,8970
2873,25558,8837
2462,25433,8718
2434,25306,8597
2734,25823,8963
2846,25691,8832
2635,25565,8716
2450,25435,8599
2674,25959,8955
2556,25823,8828
2910,25697,8715
2478,25565,8600
2915,26093,8947
3031,25957,8823
2593,25829,8714
2510,25695,8603
2878,26229,8939
3022,26090,8819
3021,25960,8712
3143,25826,8604
2848,26362,8932
2983,26224,8814
3102,26092,8711
2996,25956,8607
2817,26497,8924
2935,26356,8810
3084,26223,8710
3147,26086,8609
2774,26630,8916
2904,26488,8805
3040,26355,8709
3106,26216,8611
2751,26764,8908
2877,26620,8801
2998,26487,8708
3103,26346,8614
2734,26898,8900
2843,26754,8796
2967,26618,8707
3094,26478,8616
2712,27032,8891
2821,26886,8792
2931,26750,8705
3054,26608,8619
2695,27165,8883
2791,27019,8787
2893,26882,8704
3008,26740,8621
2674,27298,8875
2767,27151,8782
2866,27014,8703
2970,26870,8624
2655,27430,8867
2748,27283,8778
2844,27146,8702
2934,27001,8627
2635,27564,8858
2720,27415,8774
2799,27277,8701
2903,27132,8630
2624,27696,8850
2700,27548,8769
2787,27408,8701
2870,27264,8632
2612,27828,8841
2677,27680,8764
2761,27540,8700
2840,27395,8635
2603,27962,8833
2598,27812,8760
2647,27672,8699
2816,27526,8639
2599,28093,8824
2632,27943,8755
2589,27804,8698
2632,27659,8641
2587,28225,8816
2647,28076,8750
2620,27935,8697
2567,27790,8644
2578,28358,8807
2634,28207,8746
2651,28068,8696
2608,27922,8648
2578,28490,8799
2624,28339,8741
2678,28200,8696
2641,28055,8651
2571,28621,8790
2622,28472,8736
2660,28331,8695
2671,28186,8654
2576,28753,8781
2612,28603,8732
2650,28464,8694
2694,28318,8658
2583,28884,8773
2609,28734,8728
2643,28596,8693
2678,28450,8661
2581,29015,8764
2602,28867,8723
2634,28727,8693
2667,28584,8664
2586,29146,8755
2606,28998,8718
2627,28860,8692
2658,28716,8668
2588,29277,8747
2613,29129,8714
2631,28992,8691
2645,28848,8671
2592,29408,8738
2609,29261,8709
2635,29124,8691
2635,28982,8674
2599,29538,8729
2612,29392,8705
2627,29257,8690
2633,29115,8678
2610,29669,8721
2615,29523,8700
2622,29389,8690
2628,29247,8682
2620,29799,8712
2622,29655,8695
2622,29521,8689
2620,29381,8685
2631,29929,8704
2632,29786,8691
2635,29653,8689
2620,29514,8689
2638,30059,8695
2641,29916,8687
2635,29785,8688
2627,29647,8693
2389,30190,8686
2644,30047,8682
2643,29917,8688
2626,29782,8696
2296,30319,8678
2378,30179,8678
2644,30049,8687
2633,29915,8700
2191,30448,8669
2293,30310,8674
2383,30183,8686
2636,30049,8703
2208,30578,8661
2185,30440,8669
2302,30315,8686
2378,30182,8707
2233,30707,8652
2199,30572,8665
2195,30447,8686
2292,30317,8711
2282,30837,8644
2226,30702,8660
2201,30580,8685
2202,30451,8714
2277,30966,8635
2246,30833,8656
2207,30712,8685
2188,30586,8718
2298,31095,8627
2268,30964,8652
2226,30844,8685
2181,30720,8721
2335,31225,8619
2267,31095,8648
2239,30978,8684
2198,30854,8725
2502,31353,8610
2298,31225,8644
2247,31110,8684
2210,30988,8729
2571,31481,8603
2512,31356,8639
2275,31242,8683
2230,31124,8732
2649,31609,8594
2592,31486,8635
2541,31375,8683
2241,31258,8736
2939,31738,8586
2695,31616,8631
2696,31508,8683
2656,31394,8739
2899,31866,8578
2968,31748,8627
2803,31640,8682
2751,31529,8743
2749,31994,8571
2799,31878,8623
2932,31774,8682
2498,31664,8746
2706,32122,8562
2756,32008,8619
2802,31906,8682
2842,31799,8750
2684,32250,8555
2718,32138,8615
2766,32038,8682
2804,31935,8753
2651,32377,8547
2686,32269,8611
2728,32171,8681
2775,32070,8757
2623,32504,8540
2660,32399,8607
2698,32305,8681
2742,32205,8760
2601,32633,8532
2639,32530,8604
2669,32437,8681
2706,32342,8763
2583,32760,8525
2608,32660,8600
2644,32571,8680
2670,32477,8767
2554,32888,8517
2576,32789,8596
2617,32704,8680
2646,32613,8770
2545,33015,8510
2567,32919,8592
2596,32836,8679
2624,32748,8773
2625,33142,8503
2539,33050,8589
2579,32969,8679
2603,32885,8776
2683,33268,8496
2536,33180,8585
2561,33101,8679
2576,33022,8779
2743,33396,8488
2661,33311,8581
2736,33237,8678
2690,33158,8782
2846,33524,8481
2698,33440,8578
2598,33369,8678
2677,33294,8785
2915,33650,8475
2772,33571,8575
2621,33502,8678
2611,33432,8788
2987,33777,8468
2843,33700,8571
2697,33635,8678
1985,33567,8791
3040,33903,8462
2913,33830,8568
2754,33767,8677
2036,33704,8794
3030,34029,8455
2976,33959,8565
2839,33900,8677
2684,33840,8797
2596,34156,8449
3019,34090,8561
2884,34036,8676
2750,33978,8799
2465,34284,8442
3018,34220,8558
1465,34168,8676
1460,34115,8802
2484,34410,8436
2604,34350,8555
2949,34301,8676
1488,34252,8804
2561,34536,8430
2478,34480,8552
3042,34436,8675
1508,34389,8807
2571,34661,8425
2484,34609,8549
2875,34567,8675
3045,34526,8809
2571,34788,8419
2568,34738,8546
2500,34702,8674
3056,34663,8811
2613,34914,8413
2597,34868,8543
2489,34834,8674
2830,34800,8814
2943,35041,8408
2647,34998,8540
2526,34969,8673
2515,34939,8815
2456,35166,8402
2472,35129,8537
2538,35102,8673
2519,35076,8817
2499,35293,8397
2485,35258,8534
2497,35236,8672
2513,35213,8819
2467,35419,8392
2480,35388,8532
2497,35369,8672
2513,35350,8821
2467,35544,8387
2480,35517,8529
2494,35502,8671
2508,35487,8823
2467,35670,8382
2481,35646,8527
2496,35635,8671
2531,35626,8825
2470,35795,8378
2481,35777,8524
2726,35770,8670
2671,35764,8826
2477,35922,8373
2907,35907,8521
2877,35904,8669
2745,35902,8827
2979,48,8368
3040,37,8519
2925,38,8669
2756,40,8829
3005,174,8364
2930,167,8516
3008,171,8668
2948,178,8830
2886,299,8360
2904,296,8514
2921,304,8668
3068,314,8832
2938,424,8356
2926,426,8512
2928,437,8667
3055,453,8832
2925,550,8352
2973,555,8510
2955,572,8666
2996,590,8834
2931,677,8348
2947,686,8507
2959,706,8665
3047,729,8834
2991,802,8345
2984,816,8505
3045,840,8665
3079,868,8835
2952,928,8341
3022,946,8503
3021,973,8664
3242,1006,8835
2998,1054,8338
3034,1075,8501
3228,1108,8663
3266,1143,8836
3029,1178,8335
3220,1204,8500
3253,1240,8663
3291,1281,8836
3214,1304,8332
3241,1334,8498
3295,1374,8661
3329,1418,8837
3144,1430,8329
3232,1463,8496
3318,1509,8660
3363,1559,8836
3190,1556,8326
3229,1595,8494
3346,1642,8660
3402,1696,8836
3231,1683,8323
3275,1724,8492
3395,1777,8659
3446,1834,8837
3262,1808,8321
3308,1854,8491
3429,1910,8658
3480,1973,8836
3285,1933,8319
3397,1983,8489
3474,2044,8657
3533,2109,8836
3316,2059,8317
3458,2114,8488
3521,2177,8656
3524,2249,8835
3445,2184,8315
3503,2243,8486
3562,2311,8655
3477,2386,8835
3489,2311,8313
3549,2374,8485
3487,2447,8653
3545,2525,8834
3535,2438,8311
3538,2504,8483
3525,2580,8652
3572,2664,8833
3568,2563,8309
3497,2634,8482
3576,2714,8651
3504,2802,8832
3515,2689,8308
3553,2764,8481
3562,2848,8650
3428,2938,8831
3531,2814,8307
3604,2894,8479
3499,2981,8649
3569,3077,8830
3587,2940,8306
3549,3023,8478
0,3115,8647
3625,3215,8829
3610,3067,8305
3492,3153,8477
3600,3249,8646
3709,3355,8827
3543,3194,8304
3572,3285,8476
3671,3383,8645
3793,3493,8825
3494,6751,8303
3648,3415,8475
3753,3518,8643
3892,3630,8824
3422,3447,8302
3776,3545,8474
3845,3652,8642
4001,3769,8821
3371,3573,8302
3275,3676,8473
3960,3785,8640
4103,3905,8820
3316,3699,8302
3218,3805,8472
0,3919,8639
4206,4044,8817
3281,3825,8301
3168,3935,8472
3080,4052,8638
4359,4181,8815
3230,3952,8301
3120,4066,8471
3026,4188,8635
2933,4321,8813
3188,4079,8301
3087,4198,8470
2990,4322,8634
2909,4458,8810
3154,4206,8302
3055,4327,8469
2960,4457,8632
2878,4596,8807
3112,4334,8302
3018,4457,8469
2931,4590,8631
2838,4734,8804
3055,4459,8303
2990,4588,8468
2907,4722,8629
2825,4870,8802
2956,4587,8303
2960,4718,8468
2886,4857,8627
2803,5007,8799
2841,4713,8304
2911,4849,8467
2850,4991,8625
2789,5147,8795
2726,4842,8304
2806,4980,8467
2837,5126,8623
2766,5285,8792
2636,4969,8305
2699,5112,8466
2789,5260,8621
2748,5422,8789
2555,5098,8306
2611,5242,8466
2686,5395,8619
2732,5558,8785
2495,5224,8308
2545,5373,8465
2608,5527,8618
2665,5695,8782
2436,5352,8309
2483,5503,8465
2529,5661,8616
2559,5832,8778
2369,5479,8311
2397,5635,8465
2428,5795,8614
2469,5970,8774
2299,5606,8312
2320,5765,8465
2348,5930,8611
2388,6108,8770
2237,5736,8314
2258,5897,8464
2290,6064,8609
2320,6244,8766
2187,5864,8316
2202,6027,8464
2232,6198,8607
2259,6382,8761
2135,5992,8318
2160,6159,8464
2181,6331,8605
2207,6518,8757
2104,6121,8319
2113,6290,8464
2135,6464,8603
2160,6654,8752
2060,6247,8322
2075,6421,8464
2093,6599,8600
2121,6790,8748
2008,6377,8324
2038,6552,8464
2060,6732,8598
2074,6927,8743
1977,6506,8326
1994,6685,8464
2015,6867,8596
2032,7065,8738
1929,6635,8329
1950,6816,8464
1978,7001,8593
1991,7200,8733
1900,6764,8331
1924,6947,8464
1930,7135,8590
1949,7337,8728
1874,6893,8334
1883,7079,8464
1894,7268,8588
1906,7472,8723
1838,7022,8336
1841,7210,8464
1858,7401,8586
1867,7608,8717
1798,7151,8339
1811,7342,8464
1820,7536,8583
1832,7744,8712
1773,7281,8342
1773,7473,8464
1787,7670,8580
1799,7880,8706
1741,7411,8345
1743,7607,8464
1763,7803,8577
1776,8017,8701
1709,7540,8348
1716,7738,8464
1735,7938,8574
1749,8152,8695
1695,7671,8351
1697,7869,8465
1710,8071,8572
1724,8287,8689
1670,7801,8354
1681,8001,8465
1686,8203,8570
1705,8421,8684
1649,7930,8358
1660,8132,8465
1665,8337,8567
1689,8556,8678
1631,8060,8361
1642,8265,8465
1650,8470,8564
1675,8692,8671
1600,8190,8364
1626,8398,8465
1643,8605,8561
1646,8828,8665
1591,8323,8367
1601,8531,8465
1621,8739,8558
1633,8963,8658
1576,8453,8371
1592,8663,8466
1612,8872,8555
1602,9098,8652
1570,8585,8374
1585,8794,8466
1582,9006,8552
1589,9232,8646
1559,8715,8378
1575,8926,8466
1570,9137,8549
1580,9365,8639
1558,8845,8382
1558,9058,8467
1560,9271,8546
1561,9499,8633
1543,8977,8386
1544,9190,8467
1521,9404,8543
1552,9636,8626
1531,9110,8389
1530,9325,8467
1537,9540,8539
1540,9769,8619
1518,9242,8393
1518,9457,8467
1526,9672,8536
1531,9904,8612
1510,9374,8396
1516,9590,8468
1503,9805,8533
1537,10037,8605
1501,9505,8401
1511,9723,8468
1515,9938,8530
1524,10169,8598
1497,9637,8404
1500,9854,8469
1511,10071,8527
1516,10304,8591
1489,9769,8408
1493,9987,8469
1495,10203,8524
1504,10437,8584
1487,9902,8412
1479,10120,8469
1485,10337,8520
1488,10569,8577
1478,10034,8416
1468,10252,8469
1476,10473,8516
1484,10705,8569
1466,10169,8420
1467,10388,8469
1476,10605,8513
1483,10838,8562
1466,10302,8424
1457,10521,8469
1471,10738,8510
1476,10971,8554
1457,10436,8428
1457,10654,8470
1461,10871,8506
1471,11103,8547
1448,10568,8432
1447,10787,8470
1454,11004,8503
