depth,phi,theta
3207,33678,4513
3192,33419,4691
2705,33201,4861
2969,32996,5032
3205,33802,4505
3186,33544,4688
2672,33329,4861
2730,33126,5035
3190,33925,4498
3173,33669,4684
2654,33457,4860
2686,33256,5039
3169,34048,4490
3166,33794,4681
2652,33584,4860
2687,33386,5042
3148,34172,4484
3148,33920,4677
3004,33712,4860
2658,33517,5044
3069,34294,4477
3130,34045,4673
3082,33839,4860
2667,33647,5047
2976,34417,4470
3128,34170,4670
3105,33967,4859
2706,33778,5049
2923,34540,4463
3122,34294,4667
3094,34095,4859
2795,33908,5052
2844,34662,4457
3120,34419,4664
3092,34222,4858
2829,34039,5054
2766,34784,4451
3111,34544,4661
3086,34350,4858
2778,34170,5056
2696,34905,4445
3096,34669,4658
3075,34477,4858
2944,34301,5059
2646,35027,4439
3041,34793,4655
3077,34606,4857
2969,34432,5061
2587,35148,4433
2937,34918,4652
3075,34733,4857
3003,34564,5062
2544,35269,4428
2858,35042,4650
3064,34862,4856
3029,34695,5064
2503,35390,4422
2782,35167,4647
3072,34989,4856
3029,34827,5066
2447,35510,4418
2719,35290,4645
3064,35117,4855
2612,34958,5068
2373,35630,4413
2662,35414,4643
3033,35245,4855
2930,35090,5069
2319,35750,4408
2612,35539,4640
2945,35373,4855
3024,35222,5070
2277,35870,4404
2557,35662,4638
2857,35501,4854
3026,35355,5071
2237,35990,4400
2513,35787,4635
2785,35630,4853
3035,35487,5072
2196,109,4396
2469,35911,4633
2728,35758,4853
3027,35619,5073
2163,228,4392
2404,34,4631
2671,35886,4852
2995,35751,5074
2127,348,4389
2350,158,4629
2606,14,4851
2906,35884,5074
2094,466,4385
2301,282,4628
2554,142,4851
2806,17,5075
2056,585,4382
2246,406,4626
2500,271,4850
2733,150,5076
2017,704,4379
2196,530,4624
2439,399,4849
2658,283,5075
1986,822,4376
2146,653,4623
2366,528,4848
2582,416,5075
1950,940,4374
2096,777,4621
2302,656,4848
2530,548,5075
1912,1058,4372
2065,900,4620
2238,784,4847
2479,682,5075
1892,1175,4370
2023,1024,4618
2190,912,4846
2396,815,5075
1854,1293,4368
1995,1147,4617
2141,1041,4845
2316,948,5074
1813,1411,4366
1953,1270,4616
2090,1169,4844
2255,1082,5074
1791,1529,4364
1926,1394,4615
2056,1299,4843
2198,1216,5073
1760,1646,4364
1899,1517,4613
2009,1427,4842
2150,1350,5071
1729,1763,4363
1854,1641,4613
1985,1555,4841
2103,1482,5071
1701,1880,4362
1820,1763,4612
1947,1684,4840
2059,1617,5069
1677,1996,4361
1793,1887,4611
1915,1812,4839
2016,1750,5068
1654,2113,4361
1750,2010,4610
1870,1941,4837
1979,1884,5066
1623,2231,4361
1722,2133,4610
1835,2070,4837
1942,2019,5064
1598,2347,4361
1699,2256,4609
1791,2199,4835
1902,2152,5062
1585,2464,4362
1668,2380,4609
1763,2328,4834
1852,2287,5060
1561,2581,4362
1643,2502,4609
1736,2456,4833
1819,2421,5058
1545,2697,4363
1618,2626,4608
1693,2585,4831
1777,2555,5056
1527,2814,4363
1585,2749,4608
1663,2714,4830
1739,2689,5053
1517,2930,4365
1581,2872,4608
1641,2843,4828
1710,2824,5050
1481,3046,4366
1553,2995,4608
1607,2972,4827
1679,2958,5048
1467,3163,4368
1537,3118,4608
1592,3101,4825
1647,3092,5045
1454,3279,4370
1513,3241,4608
1554,3230,4824
1610,3227,5041
1447,3395,4372
1500,3365,4608
1552,3359,4822
1588,3361,5038
1420,3512,4373
1463,3488,4608
1526,3488,4820
1572,3496,5035
1413,3628,4376
1461,3611,4608
1505,3617,4819
1534,3631,5031
1382,3745,4379
1433,3734,4608
1488,3745,4817
1523,3765,5027
1374,3861,4381
1413,3857,4609
1455,3874,4815
1500,3899,5023
1356,3977,4384
1391,3980,4610
1428,4004,4813
1475,4034,5019
1337,4093,4387
1368,4104,4610
1409,4132,4811
1440,4169,5015
1322,4211,4390
1355,4226,4610
1387,4262,4809
1417,4303,5011
1312,4327,4394
1336,4350,4611
1361,4391,4807
1396,4438,5006
1295,4443,4397
1321,4473,4612
1346,4520,4805
1375,4573,5001
1277,4560,4401
1304,4596,4612
1332,4649,4803
1358,4708,4997
1268,4677,4405
1290,4719,4613
1321,4778,4801
1335,4843,4991
1260,4793,4409
1276,4844,4614
1300,4907,4799
1316,4977,4986
1242,4911,4413
1261,4967,4615
1280,5037,4797
1301,5113,4981
1232,5028,4418
1246,5091,4616
1267,5166,4794
1283,5247,4976
1228,5144,4422
1238,5214,4617
1254,5295,4792
1268,5381,4970
1213,5262,4427
1226,5337,4618
1241,5424,4790
1253,5516,4964
1207,5379,4431
1210,5461,4619
1229,5553,4787
1242,5651,4958
1196,5496,4436
1204,5584,4620
1217,5682,4785
1223,5785,4952
1187,5614,4442
1192,5708,4622
1203,5812,4783
1210,5920,4947
1175,5731,4447
1188,5832,4623
1193,5941,4780
1197,6054,4940
1170,5849,4452
1154,5956,4624
1186,6070,4778
1187,6189,4934
1164,5966,4458
1147,6080,4625
1171,6200,4775
1178,6324,4927
1151,6085,4464
1152,6203,4627
1166,6328,4772
1169,6459,4921
1145,6203,4469
1147,6328,4628
1140,6457,4770
1156,6593,4914
1122,6321,4475
1138,6452,4630
1132,6587,4767
1142,6728,4907
1115,6440,4481
1114,6575,4631
1137,6716,4764
1134,6862,4900
1104,6558,4487
1108,6700,4632
1124,6845,4761
1110,6996,4893
1106,6677,4493
1106,6824,4634
1102,6974,4758
1101,7130,4885
1110,6796,4499
1093,6949,4635
1092,7104,4755
1090,7265,4878
1091,6915,4506
1087,7072,4637
1091,7233,4752
1077,7399,4870
1082,7034,4512
1075,7197,4639
1075,7361,4750
1068,7533,4863
1076,7154,4518
1067,7321,4640
1067,7491,4746
1065,7667,4855
1061,7273,4525
1062,7446,4642
1065,7621,4743
1053,7802,4847
1056,7394,4531
1057,7570,4643
1051,7750,4740
1043,7936,4839
1056,7513,4538
1045,7696,4645
1045,7878,4737
1033,8069,4831
1042,7634,4545
1040,7820,4647
1035,8008,4734
1030,8203,4823
1039,7753,4552
1035,7945,4648
1026,8136,4731
1020,8337,4815
1033,7874,4558
1025,8069,4650
1025,8266,4727
1016,8470,4807
1026,7995,4565
1026,8195,4652
1017,8395,4724
1013,8604,4798
1021,8116,4572
1017,8320,4653
1008,8524,4720
1008,8738,4789
1018,8237,4579
1009,8445,4655
1002,8654,4717
998,8871,4780
1011,8358,4586
1003,8571,4656
1000,8782,4714
997,9003,4772
1002,8479,4593
998,8695,4658
995,8910,4710
991,9137,4763
996,8601,4600
998,8820,4660
992,9040,4707
980,9270,4754
994,8723,4607
987,8946,4662
992,9169,4703
979,9404,4745
993,8846,4614
991,9072,4663
987,9298,4700
975,9537,4736
990,8968,4621
982,9198,4664
981,9427,4696
969,9669,4727
983,9091,4628
981,9324,4666
975,9556,4692
969,9802,4718
981,9214,4635
974,9449,4668
978,9685,4689
969,9934,4709
981,9337,4642
971,9575,4670
972,9813,4685
963,10067,4699
978,9460,4649
974,9701,4671
970,9942,4681
963,10199,4690
975,9583,4657
971,9827,4673
965,10071,4677
962,10331,4681
977,9707,4663
967,9954,4674
959,10201,4674
962,10463,4671
970,9831,4670
969,10080,4675
957,10329,4670
963,10595,4662
969,9956,4677
963,10206,4677
959,10458,4666
957,10727,4652
964,10080,4684
957,10333,4678
959,10586,4662
962,10859,4642
964,10205,4691
957,10460,4680
956,10716,4658
966,10990,4633
968,10330,4698
957,10586,4681
958,10844,4654
961,11122,4623
963,10454,4704
957,10713,4683
958,10972,4651
965,11253,4614
961,10580,4712
958,10839,4684
960,11101,4646
961,11384,4604
963,10706,4718
957,10966,4686
960,11230,4643
961,11515,4594
965,10831,4725
962,11094,4687
964,11358,4639
964,11646,4585
960,10957,4731
962,11220,4688
964,11486,4635
964,11776,4575
962,11083,4738
962,11347,4689
966,11615,4631
965,11906,4565
963,11209,4744
963,11475,4691
966,11744,4627
974,12037,4555
963,11336,4751
963,11602,4692
965,11872,4623
965,12167,4546
969,11463,4757
958,11729,4693
970,12000,4619
971,12297,4536
969,11590,4763
970,11857,4694
977,12128,4615
966,12427,4526
975,11717,4769
965,11985,4695
975,12257,4611
972,12556,4517
973,11844,4775
974,12112,4696
977,12385,4606
972,12686,4507
975,11972,4781
969,12240,4697
977,12513,4602
974,12816,4498
971,12100,4787
972,12368,4698
977,12641,4598
981,12944,4488
970,12228,4793
972,12496,4698
980,12770,4594
981,13074,4478
971,12356,4799
972,12624,4699
972,12897,4590
984,13202,4469
971,12484,4804
978,12752,4700
982,13026,4586
988,13331,4460
976,12614,4810
979,12880,4701
977,13153,4582
982,13459,4450
976,12742,4815
978,13009,4701
980,13281,4578
985,13587,4441
979,12871,4820
987,13137,4702
987,13410,4574
990,13716,4432
984,13001,4825
987,13266,4702
989,13537,4570
991,13844,4422
992,13130,4830
996,13394,4703
997,13665,4566
1004,13971,4413
992,13260,4835
993,13523,4703
999,13793,4561
1012,14098,4404
991,13390,4840
996,13651,4703
1002,13920,4557
1008,14226,4395
996,13519,4844
1000,13780,4703
1007,14048,4553
1017,14353,4386
1006,13650,4849
1004,13909,4704
1027,14176,4549
1008,14480,4377
1007,13780,4853
1009,14038,4704
1020,14303,4545
1022,14606,4368
1011,13911,4857
1029,14167,4704
1025,14431,4541
1026,14733,4359
1021,14042,4861
1034,14295,4704
1024,14558,4537
1032,14860,4350
1031,14173,4865
1033,14425,4704
1038,14686,4533
1030,14986,4342
1038,14304,4869
1034,14554,4704
1038,14814,4529
1043,15111,4334
1055,14435,4872
1037,14684,4703
1038,14941,4525
1043,15238,4325
1043,14567,4876
1045,14813,4703
1048,15068,4521
1051,15363,4317
1054,14699,4879
1049,14942,4703
1055,15195,4517
1051,15488,4309
1058,14830,4882
1052,15072,4702
1056,15323,4513
1062,15614,4301
1061,14962,4885
1060,15201,4702
1062,15450,4509
0,15738,4293
1073,15095,4888
1081,15331,4701
1069,15577,4505
0,15863,4285
1067,15227,4891
1081,15461,4700
1076,15704,4501
0,15988,4277
1083,15359,4893
1090,15590,4700
1084,15831,4497
0,16112,4270
1090,15492,4895
1103,15720,4699
1088,15958,4493
0,16236,4263
1093,15625,4898
1107,15850,4698
1099,16085,4489
0,16360,4255
1103,15758,4899
1113,15980,4697
1108,16212,4485
0,16484,4248
1110,15890,4901
1123,16110,4696
1114,16339,4482
0,16608,4241
1137,16023,4903
1132,16240,4695
1122,16466,4478
0,16731,4235
1147,16157,4904
1146,16370,4693
1136,16592,4474
0,16854,4228
1159,16290,4906
1154,16500,4692
1147,16719,4471
0,16977,4221
1169,16424,4906
1168,16630,4691
1161,16846,4467
0,17100,4215
1182,16558,4907
1180,16761,4689
1185,16972,4463
0,17223,4209
1177,16692,4908
1182,16891,4688
1192,17099,4459
0,17345,4203
1211,16826,4909
1208,17021,4686
1206,17226,4456
0,17467,4197
1224,16959,4909
1216,17152,4685
1208,17352,4453
0,17590,4191
1235,17093,4909
1223,17282,4683
1226,17478,4449
0,17712,4186
1248,17228,4909
1242,17412,4681
1241,17604,4445
0,17834,4180
1268,17362,4909
1253,17543,4679
1253,17731,4442
0,17955,4175
1284,17497,4908
1275,17673,4677
1270,17857,4439
0,18077,4170
1308,17631,4908
1296,17804,4675
1286,17983,4435
0,18198,4165
1321,17766,4907
1307,17934,4673
1299,18109,4432
0,18319,4161
1339,17901,4906
1326,18065,4671
1321,18236,4429
0,18440,4156
1366,18035,4905
1343,18196,4668
1326,18362,4426
0,18561,4152
1371,18171,4903
1352,18326,4666
1343,18488,4422
0,18682,4148
1393,18306,4902
1371,18457,4663
1352,18614,4419
0,18802,4144
1412,18441,4900
1383,18588,4661
1365,18740,4416
0,18923,4140
1422,18576,4898
1400,18718,4658
1381,18866,4413
0,19043,4137
1447,18711,4896
1419,18849,4656
1393,18991,4410
0,19163,4133
1476,18846,4894
1436,18980,4653
1411,19117,4407
0,19283,4130
1494,18982,4891
1453,19110,4650
1431,19243,4404
0,19404,4127
1522,19117,4888
1480,19241,4647
1446,19369,4401
0,19523,4125
1540,19253,4885
1503,19372,4644
1465,19495,4398
0,19642,4122
1567,19388,4882
1527,19503,4641
1494,19620,4396
0,19762,4120
1581,19524,4879
1537,19634,4638
1511,19746,4393
0,19882,4118
1618,19660,4875
1569,19764,4635
1533,19872,4390
0,20001,4116
1648,19795,4872
1591,19896,4631
1549,19997,4388
0,20120,4114
1676,19931,4868
1626,20027,4628
1581,20123,4385
0,20239,4112
1705,20067,4864
1657,20158,4624
1601,20249,4383
0,20359,4111
1751,20202,4859
1688,20288,4621
1626,20374,4380
0,20478,4110
1781,20339,4855
1715,20419,4617
1652,20499,4378
1588,20597,4109
1800,20474,4850
1749,20550,4614
1685,20625,4375
0,20716,4108
1837,20610,4845
1773,20681,4610
1711,20751,4373
1646,20835,4108
1867,20746,4841
1801,20811,4606
1738,20876,4371
1674,20954,4107
1902,20882,4835
1817,20943,4602
1761,21002,4369
1700,21072,4107
1927,21018,4830
1851,21073,4599
1782,21127,4366
1724,21192,4107
1977,21154,4824
1882,21204,4594
1807,21252,4364
1741,21310,4107
2006,21290,4819
1920,21334,4590
1839,21377,4362
1762,21428,4108
2048,21426,4813
1944,21465,4586
1864,21502,4360
1794,21547,4108
2102,21561,4807
1990,21596,4582
1894,21627,4359
1809,21666,4109
2141,21697,4800
2025,21727,4578
1923,21753,4357
1838,21784,4110
2197,21833,4794
2067,21858,4573
1956,21878,4355
1866,21903,4111
2245,21969,4787
2117,21988,4569
1996,22003,4353
1891,22021,4113
2287,22105,4780
2159,22119,4565
2031,22128,4351
1926,22141,4115
2329,22240,4774
2205,22249,4560
2072,22253,4350
1961,22259,4116
2371,22377,4766
2243,22380,4556
2120,22378,4348
1999,22377,4118
2417,22512,4759
2280,22511,4551
2155,22504,4347
2028,22496,4120
2488,22647,4752
2323,22641,4547
2195,22629,4345
2051,22615,4123
2545,22783,4744
2373,22771,4542
2236,22753,4344
2093,22734,4125
2608,22919,4736
2435,22902,4537
2272,22878,4343
2128,22852,4128
2681,23054,4729
2498,23032,4533
2313,23004,4341
2170,22971,4130
2746,23190,4720
2541,23162,4528
2350,23128,4340
2208,23090,4133
2806,23325,4712
2588,23293,4523
2394,23253,4339
2243,23209,4137
2864,23461,4704
2634,23423,4518
2430,23378,4338
2273,23328,4140
2919,23596,4695
2696,23554,4513
2486,23503,4337
2307,23447,4143
2971,23731,4687
2757,23683,4508
2531,23629,4336
2338,23566,4147
3019,23867,4678
2797,23813,4503
2572,23753,4335
2384,23685,4151
3082,24001,4669
2850,23944,4498
2634,23878,4334
2437,23805,4155
3152,24137,4660
2890,24074,4493
2702,24003,4333
2478,23924,4159
3248,24272,4651
2939,24204,4488
2758,24128,4332
2520,24043,4163
3330,24406,4642
2998,24334,4483
2796,24253,4332
2574,24162,4167
3385,24541,4632
3070,24463,4478
2847,24378,4331
2633,24282,4171
3443,24675,4623
3142,24593,4472
2891,24503,4331
2699,24402,4176
3523,24810,4613
3208,24722,4467
2947,24628,4330
2757,24522,4181
3606,24945,4603
3298,24853,4462
3011,24753,4329
2793,24642,4186
3651,25079,4593
3367,24982,4457
3084,24878,4329
2854,24762,4191
3716,25213,4583
3416,25111,4451
3161,25003,4329
2922,24882,4196
3782,25347,4573
3480,25241,4446
3205,25127,4328
2973,25002,4201
3882,25481,4563
3520,25370,4441
3263,25252,4328
3027,25122,4206
3959,25615,4553
3571,25499,4435
3339,25378,4328
3075,25243,4212
4036,25748,4543
3646,25628,4430
3409,25502,4328
3133,25364,4217
4117,25882,4532
3708,25757,4425
3461,25627,4327
3193,25484,4223
4191,26016,4522
3787,25887,4419
3512,25752,4327
3252,25605,4229
4246,26149,4511
3883,26015,4414
3578,25877,4327
3340,25726,4234
4311,26282,4500
3960,26144,4409
3646,26002,4327
3422,25847,4241
4390,26415,4490
4018,26273,4403
3730,26127,4327
3489,25969,4246
4455,26548,4479
4082,26402,4398
3798,26253,4328
3559,26090,4252
4521,26681,4468
4146,26531,4392
3845,26378,4328
3638,26212,4259
4564,26813,4457
4201,26659,4387
3904,26503,4328
3689,26333,4265
4610,26946,4446
4266,26787,4382
3975,26628,4328
3752,26455,4271
4648,27078,4435
4311,26916,4376
4067,26752,4328
3822,26577,4277
4692,27210,4424
4384,27044,4371
4151,26878,4329
3881,26700,4284
4720,27342,4413
4444,27172,4366
4223,27003,4329
3980,26822,4290
4749,27474,4402
4476,27300,4360
4290,27129,4329
4079,26944,4297
4777,27606,4390
4514,27428,4355
4356,27254,4330
4189,27068,4303
4798,27737,4379
4550,27556,4349
4402,27378,4330
4280,27190,4310
4795,27868,4368
4585,27684,4344
4444,27503,4331
4344,27313,4316
4795,27999,4357
4628,27812,4339
4498,27629,4331
4395,27436,4323
4778,28130,4346
4653,27939,4334
4552,27754,4332
4475,27559,4330
0,28260,4335
4683,28067,4329
4614,27879,4333
4553,27683,4337
0,28391,4323
4696,28194,4324
4670,28005,4333
4648,27807,4343
0,28521,4312
0,28322,4318
4741,28130,4334
4747,27931,4350
4719,28651,4300
0,28449,4313
0,28256,4335
4876,28055,4357
4696,28780,4290
0,28576,4308
0,28380,4336
4943,28179,4364
4649,28910,4278
4774,28703,4303
0,28506,4336
0,28303,4370
4618,29039,4267
4803,28830,4298
4947,28632,4337
5061,28428,4377
4607,29168,4256
4799,28956,4293
4990,28757,4338
5093,28553,4384
4584,29298,4245
4807,29084,4288
5031,28882,4339
5000,28677,4391
4589,29426,4234
4793,29210,4284
4980,29009,4340
5037,28803,4398
4535,29555,4223
4735,29336,4279
4877,29134,4341
5037,28927,4404
4478,29683,4212
4646,29463,4274
4782,29259,4342
4921,29052,4411
4415,29811,4201
4555,29589,4269
4680,29385,4343
4822,29178,4418
4360,29938,4190
4467,29715,4265
4595,29511,4343
4729,29304,4424
4293,30066,4179
4403,29842,4260
4510,29637,4344
4618,29430,4431
4234,30194,4169
4326,29968,4255
4434,29762,4345
4529,29556,4437
4173,30321,4158
4262,30094,4251
4360,29888,4347
3685,29682,4444
4106,30447,4148
4196,30219,4246
4285,30014,4348
3665,29808,4451
4054,30574,4137
4133,30345,4242
4212,30139,4349
3657,29935,4457
4001,30700,4127
4074,30471,4238
4150,30265,4350
3671,30062,4464
3952,30826,4117
4030,30596,4234
4088,30391,4351
4131,30189,4470
3895,30952,4106
3973,30721,4229
4031,30517,4352
4074,30316,4476
3841,31078,4096
3912,30847,4225
3977,30643,4353
4019,30443,4482
3752,31203,4086
3873,30972,4221
3215,30769,4354
3963,30570,4489
3684,31328,4077
3819,31097,4217
3154,30895,4355
3216,30698,4495
3619,31453,4067
3192,31222,4213
3814,31021,4356
3190,30825,4501
3554,31578,4058
3618,31347,4209
3152,31147,4357
3199,30953,4507
3497,31702,4048
3684,31472,4206
3092,31274,4358
3138,31081,4513
3430,31826,4039
3662,31597,4202
3079,31400,4360
3087,31210,4519
3339,31950,4030
3638,31721,4198
3024,31526,4361
3283,31338,4524
3285,32074,4021
3607,31845,4195
3016,31652,4362
3029,31466,4530
3211,32197,4012
3574,31970,4191
3555,31778,4363
3035,31594,4536
3165,32320,4004
3554,32094,4188
3288,31905,4364
3032,31723,4541
3116,32442,3995
3514,32218,4185
3055,32031,4365
3121,31852,4547
3072,32566,3987
3494,32344,4181
3458,32158,4366
3101,31982,4552
3029,32688,3978
3458,32468,4178
3431,32285,4367
2907,32111,4557
2986,32811,3970
3409,32591,4175
3432,32411,4369
2940,32240,4562
2928,32932,3963
3359,32714,4172
3407,32537,4370
0,32369,4567
2872,33053,3955
3291,32839,4170
3386,32663,4371
2804,32498,4572
2827,33175,3948
3233,32963,4167
3358,32790,4372
2814,32628,4577
2779,33295,3941
3167,33086,4164
3342,32917,4373
2723,32758,4581
2733,33417,3934
3098,33210,4161
3317,33043,4374
2789,32889,4586
2695,33537,3927
3024,33334,4159
3304,33170,4375
2867,33018,4590
2648,33658,3920
2957,33457,4157
3298,33297,4376
3251,33148,4595
2596,33777,3914
2906,33580,4155
3279,33423,4377
3237,33278,4599
2550,33898,3908
2868,33703,4152
3253,33550,4378
3218,33409,4603
2501,34017,3902
2812,33827,4150
3235,33677,4379
3207,33539,4607
2469,34137,3896
2775,33950,4148
3188,33804,4380
3191,33670,4610
2442,34256,3891
2730,34073,4146
3120,33931,4381
3174,33802,4614
2384,34376,3886
2681,34197,4144
3033,34058,4382
3162,33932,4617
2345,34494,3881
2648,34319,4143
2963,34185,4383
3152,34063,4621
2294,34613,3876
2602,34442,4141
2918,34312,4384
3142,34194,4624
2255,34731,3871
2556,34565,4140
2877,34439,4384
3126,34325,4627
2210,34850,3867
2515,34687,4138
2804,34566,4385
3122,34457,4630
2176,34968,3863
2460,34811,4137
2743,34693,4386
3096,34588,4633
2143,35086,3859
2387,34933,4136
2686,34820,4387
3045,34720,4635
2112,35204,3856
2347,35056,4134
2636,34947,4388
2943,34851,4638
2081,35321,3853
2302,35178,4134
2586,35074,4388
2872,34983,4640
2061,35439,3850
2257,35301,4133
2546,35202,4389
2796,35114,4642
2032,35556,3847
2218,35423,4132
2504,35329,4390
2731,35246,4644
2008,35673,3844
2184,35546,4131
2445,35456,4390
2678,35378,4646
1990,35791,3842
2152,35668,4130
2379,35584,4391
2624,35510,4648
1959,35908,3840
2117,35791,4130
2326,35711,4391
2571,35642,4649
1929,24,3838
2090,35913,4130
2282,35838,4392
2528,35774,4651
1904,141,3837
2060,35,4129
2240,35965,4392
2483,35907,4652
1874,257,3836
2031,158,4129
2204,93,4393
2423,39,4653
1849,374,3835
2007,281,4129
2171,220,4393
2357,171,4654
1818,490,3834
1979,403,4129
2141,349,4393
2311,304,4655
1797,607,3833
1950,525,4129
2108,476,4394
2249,437,4655
1782,722,3833
1917,647,4129
2058,603,4394
2203,568,4656
1761,839,3834
1897,770,4130
2020,730,4394
2148,701,4656
1736,955,3834
1860,892,4130
1987,858,4395
2112,834,4656
1713,1070,3835
1826,1014,4130
1950,985,4395
2063,966,4656
1695,1187,3835
1804,1136,4131
1917,1113,4395
2020,1099,4656
1675,1303,3836
1770,1259,4132
1880,1241,4395
1983,1232,4655
1651,1419,3838
1735,1381,4132
1849,1369,4395
1951,1365,4654
1632,1534,3839
1714,1503,4133
1814,1496,4395
1919,1497,4654
1592,1650,3841
1692,1625,4134
1775,1624,4395
1881,1630,4653
0,1766,3843
1661,1747,4135
1751,1751,4395
1840,1762,4652
1565,1881,3846
1634,1870,4136
1721,1879,4395
1801,1895,4651
0,1997,3848
1602,1992,4137
1685,2007,4395
1763,2029,4649
0,2113,3851
1591,2114,4139
1658,2135,4394
1731,2162,4647
0,2229,3854
0,2237,4140
1634,2262,4394
1702,2294,4646
0,2345,3858
1553,2359,4142
1606,2389,4394
1672,2427,4644
0,2461,3861
0,2481,4143
1579,2518,4394
1633,2559,4642
0,2576,3865
0,2603,4145
1571,2645,4393
1603,2693,4639
0,2693,3869
0,2726,4147
1548,2773,4393
1588,2826,4637
0,2809,3873
0,2848,4148
1526,2902,4392
1567,2959,4634
0,2925,3878
0,2971,4150
1511,3029,4392
1534,3092,4631
0,3041,3882
0,3093,4152
1479,3157,4391
1521,3224,4628
0,3157,3887
0,3215,4154
1460,3284,4390
1499,3357,4625
0,3274,3892
0,3338,4156
1458,3412,4390
1477,3490,4622
0,3390,3898
0,3461,4158
1428,3540,4389
1464,3624,4619
0,3506,3903
0,3583,4160
1405,3668,4388
1433,3756,4615
0,3623,3909
0,3706,4163
1386,3796,4387
1405,3889,4611
0,3740,3915
0,3829,4165
1361,3924,4386
1384,4022,4607
0,3856,3921
0,3951,4168
1345,4052,4386
1361,4154,4603
0,3973,3927
0,4074,4170
1331,4179,4385
1342,4287,4599
0,4090,3934
0,4197,4172
1307,4307,4384
1328,4420,4594
0,4208,3940
0,4320,4175
1297,4435,4382
1309,4553,4590
0,4325,3947
0,4443,4178
1282,4563,4381
1301,4685,4585
0,4442,3954
0,4566,4180
1269,4691,4380
1274,4818,4580
0,4561,3961
0,4690,4183
1254,4819,4379
1259,4950,4575
0,4678,3969
0,4813,4186
1239,4947,4378
1245,5083,4570
0,4797,3976
0,4936,4189
1232,5074,4376
1232,5215,4565
0,4914,3983
0,5059,4192
1221,5202,4375
1214,5347,4559
0,5033,3991
0,5182,4195
1208,5330,4374
1207,5480,4553
0,5151,3999
0,5306,4198
1196,5457,4372
1199,5612,4548
0,5270,4007
0,5429,4201
1184,5585,4371
1182,5744,4542
0,5389,4015
0,5553,4204
1176,5714,4369
1177,5876,4536
0,5508,4023
0,5676,4207
1153,5842,4367
1169,6008,4529
0,5628,4032
0,5801,4210
1137,5969,4366
1141,6140,4523
0,5747,4040
0,5924,4213
1131,6097,4364
1131,6272,4517
0,5866,4049
0,6048,4216
1124,6225,4362
1117,6404,4510
0,5986,4058
0,6172,4219
1115,6352,4361
1111,6536,4503
0,6106,4066
0,6295,4223
1111,6480,4359
1101,6667,4496
0,6226,4075
0,6420,4226
1098,6607,4357
1100,6799,4489
0,6347,4084
0,6544,4229
1097,6735,4355
1085,6930,4482
0,6467,4093
0,6668,4233
1088,6863,4353
1075,7061,4475
0,6588,4102
0,6792,4236
1076,6991,4351
1066,7192,4468
0,6709,4111
0,6917,4239
1063,7118,4349
1062,7324,4460
0,6830,4121
0,7041,4243
1058,7246,4347
1050,7455,4453
0,6952,4130
0,7166,4246
1051,7373,4345
1036,7586,4445
0,7074,4139
0,7291,4249
1045,7501,4343
1037,7716,4437
0,7196,4148
0,7415,4253
1038,7629,4340
1027,7847,4429
0,7317,4158
0,7540,4256
1031,7756,4338
1016,7978,4421
0,7440,4167
0,7666,4260
1019,7883,4336
1008,8108,4413
0,7563,4177
0,7790,4263
1011,8011,4334
1005,8238,4405
0,7685,4186
0,7915,4266
1008,8139,4331
1000,8369,4397
0,7809,4196
0,8041,4270
1000,8266,4329
994,8499,4388
0,7932,4205
0,8166,4273
995,8394,4326
991,8629,4380
0,8055,4215
0,8292,4276
992,8521,4324
981,8760,4372
0,8179,4224
0,8417,4280
987,8648,4321
981,8889,4363
0,8303,4234
0,8542,4283
985,8775,4319
975,9018,4354
0,8427,4243
0,8668,4287
982,8903,4316
973,9148,4346
0,8551,4253
0,8793,4290
978,9030,4314
971,9277,4337
0,8676,4262
0,8919,4293
970,9158,4311
965,9407,4328
0,8801,4272
0,9046,4296
967,9284,4308
963,9536,4319
0,8926,4281
968,9172,4300
967,9412,4306
962,9665,4310
0,9051,4291
968,9298,4303
957,9539,4303
959,9794,4301
969,9177,4300
967,9424,4306
957,9666,4300
0,9922,4292
965,9302,4309
959,9550,4309
0,9794,4298
0,10050,4283
964,9428,4319
959,9676,4313
0,9921,4295
0,10180,4274
962,9554,4328
955,9803,4316
0,10047,4292
0,10307,4265
964,9681,4337
954,9930,4319
0,10174,4289
0,10435,4256
962,9808,4346
951,10056,4322
0,10302,4286
0,10563,4246
954,9934,4355
949,10183,4325
0,10428,4284
0,10691,4237
953,10060,4364
948,10309,4328
0,10555,4281
0,10818,4228
950,10188,4373
946,10436,4331
0,10682,4278
0,10945,4219
947,10315,4382
948,10563,4334
0,10809,4275
0,11072,4209
951,10442,4390
946,10690,4336
0,10935,4272
0,11200,4200
955,10570,4399
945,10817,4339
0,11062,4269
0,11327,4191
949,10699,4408
947,10945,4342
0,11188,4266
0,11453,4182
951,10826,4416
946,11072,4345
0,11316,4263
0,11579,4172
952,10955,4424
947,11199,4347
0,11442,4260
0,11707,4163
951,11084,4433
956,11326,4350
0,11568,4257
0,11832,4154
949,11213,4441
956,11454,4353
0,11695,4254
0,11958,4145
950,11341,4449
957,11581,4355
0,11822,4251
0,12084,4136
952,11470,4457
956,11709,4357
0,11948,4248
0,12210,4127
952,11600,4465
957,11837,4360
0,12074,4245
0,12335,4117
961,11729,4472
960,11965,4362
0,12200,4242
0,12461,4108
961,11858,4480
959,12093,4364
