depth,phi,theta
2967,16295,9098
2989,16401,8961
3020,16500,8826
3044,16604,8684
2964,16434,9100
2990,16536,8960
3016,16632,8822
3040,16732,8678
2966,16574,9101
2987,16671,8959
3017,16763,8819
3045,16860,8672
2961,16712,9103
2985,16807,8958
3022,16895,8816
3042,16989,8666
2961,16851,9105
2989,16942,8957
3029,17027,8812
3058,17116,8661
2968,16991,9106
2996,17077,8956
3025,17159,8809
3070,17243,8655
2968,17130,9108
2999,17213,8955
3040,17290,8805
3075,17372,8649
2975,17270,9109
3016,17348,8954
3049,17422,8802
3091,17499,8644
2992,17409,9110
3024,17483,8953
3052,17554,8799
3101,17628,8638
2999,17547,9111
3028,17620,8951
3073,17685,8795
3118,17755,8633
3010,17686,9112
3045,17754,8950
3091,17817,8792
3130,17883,8627
3022,17827,9112
3057,17889,8948
3097,17948,8789
3153,18011,8622
3035,17966,9112
3070,18025,8946
3121,18079,8785
3154,18138,8617
3054,18105,9113
3096,18160,8945
3140,18212,8782
3186,18265,8612
3078,18244,9113
3112,18296,8943
3160,18343,8779
3202,18394,8607
3101,18383,9113
3136,18431,8941
3188,18475,8775
3235,18520,8603
3123,18524,9113
3168,18566,8940
3214,18606,8772
3263,18647,8598
3153,18662,9113
3195,18702,8938
3246,18737,8769
3299,18776,8594
3178,18801,9112
3217,18837,8936
3275,18868,8766
3316,18903,8589
3206,18942,9111
3255,18972,8934
3297,19000,8763
3344,19030,8585
3245,19081,9111
3289,19108,8932
3338,19131,8760
3393,19158,8581
3286,19219,9110
3324,19243,8929
3377,19264,8756
3417,19285,8577
3318,19360,9109
3362,19378,8928
3406,19395,8753
3463,19412,8573
3367,19498,9107
3403,19513,8925
3456,19525,8751
3508,19538,8569
3409,19637,9106
3446,19649,8923
3502,19656,8748
3551,19667,8565
3460,19776,9105
3497,19783,8921
3557,19788,8744
3592,19794,8562
3518,19916,9103
3552,19919,8918
3601,19919,8742
3648,19922,8558
3566,20055,9101
3603,20054,8915
3655,20051,8739
3708,20049,8555
3629,20195,9099
3661,20189,8913
3708,20182,8736
3763,20177,8552
3690,20333,9097
3726,20323,8911
3779,20313,8733
3830,20304,8549
3753,20472,9095
3794,20459,8908
3841,20444,8730
3894,20431,8546
3835,20611,9092
3871,20594,8905
3913,20576,8727
3961,20558,8543
3921,20750,9090
3947,20728,8902
3991,20707,8724
4055,20686,8540
4001,20889,9087
4036,20864,8899
4074,20839,8721
4134,20813,8538
4092,21029,9084
4134,20998,8896
4173,20969,8719
4217,20940,8536
4191,21167,9081
4219,21134,8893
4270,21100,8716
4316,21067,8533
4298,21305,9078
4319,21267,8890
4371,21231,8714
4411,21195,8531
4411,21443,9074
4443,21403,8887
4483,21362,8711
4519,21322,8529
4533,21583,9071
4555,21537,8884
4593,21494,8708
4649,21449,8527
4665,21720,9067
4695,21673,8881
4716,21626,8706
4760,21578,8525
4799,21860,9063
4832,21807,8878
4860,21757,8703
4902,21706,8523
4962,21998,9059
4977,21942,8874
5008,21887,8701
5043,21833,8522
5130,22135,9055
5132,22075,8871
4962,22018,8699
5178,21960,8521
5317,22273,9051
5317,22211,8867
4937,22149,8696
5002,22088,8519
5528,22412,9046
5518,22344,8864
4860,22281,8693
4842,22215,8518
5757,22549,9042
5736,22478,8861
5729,22412,8691
4765,22344,8517
5708,22687,9037
5804,22614,8857
5907,22544,8689
4731,22471,8516
5627,22825,9032
5725,22748,8853
5814,22675,8687
4690,22600,8515
5540,22963,9027
5630,22883,8849
5738,22805,8684
5831,22727,8515
5472,23100,9022
5552,23017,8846
5660,22936,8682
5753,22855,8514
5383,23237,9017
5472,23150,8842
5574,23068,8680
5676,22983,8514
5311,23375,9012
5411,23284,8838
5514,23199,8678
5594,23112,8513
5251,23511,9006
5335,23419,8834
5442,23331,8676
5523,23240,8513
5203,23650,9000
5266,23552,8830
5362,23462,8674
5465,23368,8513
5144,23786,8995
5216,23687,8826
5303,23593,8672
5388,23496,8513
5098,23924,8988
5159,23821,8822
5250,23723,8670
5325,23624,8513
5059,24059,8983
5127,23954,8818
5197,23855,8668
5271,23753,8513
4860,24196,8976
4947,24088,8814
5165,23986,8666
5235,23881,8514
4831,24332,8970
4882,24222,8810
4966,24117,8664
5065,24010,8514
4804,24469,8964
4844,24355,8806
4914,24249,8662
4985,24138,8515
4769,24605,8957
4812,24490,8802
4881,24380,8660
4948,24268,8515
4860,24741,8951
4805,24623,8797
4864,24511,8659
4912,24396,8516
4814,24876,8944
4909,24756,8793
4874,24643,8657
4882,24525,8517
4808,25013,8937
4877,24889,8789
4936,24774,8655
4987,24653,8518
4726,25148,8930
4680,25023,8785
4914,24905,8653
4967,24784,8519
4748,25283,8923
4656,25156,8780
4685,25037,8652
4950,24912,8521
4745,25419,8916
4650,25289,8776
4677,25168,8650
4917,25043,8522
4737,25554,8909
4668,25423,8772
4665,25299,8649
4734,25171,8523
4764,25690,8901
4713,25556,8767
4656,25430,8647
4683,25301,8525
4766,25823,8894
4764,25689,8763
4654,25562,8645
4675,25430,8526
4760,25959,8886
4759,25821,8759
4659,25693,8644
4656,25559,8528
4765,26093,8879
4750,25955,8754
4680,25824,8643
4655,25690,8530
4759,26227,8871
4756,26087,8749
4730,25956,8641
4657,25819,8532
4761,26362,8863
4778,26221,8745
4804,26087,8640
4673,25950,8533
4779,26496,8856
4800,26353,8740
4786,26218,8639
4840,26080,8536
4799,26629,8848
4802,26486,8736
4784,26349,8637
4835,26210,8538
4802,26763,8840
4811,26618,8731
4798,26482,8636
4835,26340,8540
4827,26898,8832
4811,26750,8727
4830,26613,8635
4824,26471,8542
4844,27031,8824
4836,26883,8722
4858,26744,8634
4833,26601,8545
4864,27165,8815
4867,27015,8717
4864,26877,8632
4850,26733,8547
4895,27298,8807
4884,27148,8713
4863,27008,8631
4883,26863,8549
4924,27431,8799
4903,27280,8708
4901,27139,8630
4899,26994,8552
4952,27563,8791
4939,27412,8703
4928,27270,8629
4903,27124,8555
4990,27697,8782
4969,27544,8699
4951,27403,8628
4927,27255,8558
5021,27829,8774
5001,27677,8694
4989,27534,8627
4963,27387,8560
5058,27961,8765
5038,27809,8689
5019,27667,8626
4984,27518,8563
5105,28094,8757
5071,27942,8685
5046,27798,8625
5027,27650,8566
5148,28226,8748
5113,28073,8680
5092,27929,8624
5050,27781,8569
5200,28358,8740
5161,28204,8676
5129,28061,8623
5087,27913,8572
5265,28490,8731
5208,28336,8671
5165,28193,8622
5139,28044,8575
5316,28621,8723
5266,28467,8666
5226,28325,8622
5176,28177,8578
5384,28753,8714
5327,28600,8662
5276,28456,8621
5221,28309,8581
5466,28885,8705
5391,28731,8657
5328,28589,8620
5277,28440,8584
5530,29016,8697
5455,28863,8652
5390,28721,8619
5330,28573,8588
5604,29147,8688
5533,28995,8647
5468,28852,8618
5390,28705,8591
5685,29277,8680
5607,29125,8643
5532,28985,8617
5467,28838,8594
5763,29409,8671
5683,29256,8639
5608,29117,8617
5533,28971,8597
5864,29539,8662
5769,29389,8634
5687,29248,8616
5601,29104,8601
5961,29669,8654
5860,29520,8629
5773,29381,8615
5685,29236,8604
6067,29800,8645
5948,29650,8625
5862,29513,8615
5761,29369,8607
6188,29930,8636
6065,29782,8620
5948,29645,8614
5849,29503,8611
6315,30059,8628
6174,29913,8616
6059,29777,8614
5952,29636,8614
6441,30190,8619
6296,30043,8611
6167,29909,8613
6054,29769,8618
6564,30320,8610
6431,30175,8607
6294,30041,8613
6161,29903,8621
6722,30449,8602
6567,30306,8602
6417,30173,8612
6287,30036,8625
6871,30578,8594
6700,30436,8598
6560,30306,8611
6412,30170,8628
7052,30708,8585
6865,30567,8594
6697,30438,8611
6542,30304,8631
7214,30837,8576
7037,30698,8589
6852,30570,8610
6688,30438,8635
7250,30966,8568
7203,30829,8585
7024,30704,8610
6844,30572,8639
7366,31095,8559
7253,30959,8580
7190,30836,8609
7009,30707,8642
7582,31224,8551
7358,31090,8576
7272,30967,8609
7190,30841,8646
7640,31352,8543
7559,31221,8572
7356,31101,8608
7276,30975,8649
7508,31481,8535
7654,31350,8568
7563,31233,8608
7351,31109,8653
7577,31609,8527
7529,31482,8563
7668,31365,8608
7573,31245,8656
7818,31737,8518
7546,31612,8559
7538,31497,8607
7674,31379,8659
8628,31867,8510
7805,31742,8555
7550,31631,8606
7527,31513,8663
8643,31994,8502
8621,31873,8551
7820,31763,8606
7582,31649,8666
9028,32122,8495
8634,32003,8547
8646,31895,8606
7809,31784,8670
9190,32250,8486
9035,32133,8543
8645,32029,8605
3957,31919,8673
5338,32377,8479
9177,32263,8539
3936,32161,8605
4009,32055,8676
3935,32505,8471
3923,32393,8535
4028,32293,8605
4063,32190,8679
5212,32633,8463
5158,32523,8531
4035,32427,8604
4013,32325,8683
4993,32760,8456
5026,32654,8527
4006,32559,8603
4017,32462,8686
5064,32887,8449
4957,32784,8523
4985,32692,8603
5021,32597,8689
4861,33015,8441
4923,32913,8520
4923,32826,8603
4923,32733,8692
4777,33141,8434
4820,33043,8516
4899,32958,8602
4891,32868,8695
4674,33268,8427
4716,33172,8513
4782,33091,8602
4768,33005,8698
4981,33394,8420
4755,33303,8509
4681,33224,8601
4434,33142,8701
5035,33522,8412
5002,33434,8505
4767,33357,8601
4450,33278,8704
4700,33650,8406
4796,33564,8501
4622,33491,8600
2283,33414,8707
4008,33776,8399
1871,33693,8498
1893,33624,8600
2280,33551,8709
3913,33902,8392
1860,33822,8495
1879,33756,8600
1895,33686,8712
2637,34028,8386
1850,33952,8491
1866,33889,8599
1877,33824,8715
3811,34154,8379
1844,34082,8488
1854,34022,8599
1868,33960,8717
3796,34281,8373
1835,34213,8484
1843,34156,8598
1856,34098,8719
3920,34407,8367
1817,34342,8481
1832,34290,8598
1849,34234,8722
1809,34534,8360
1812,34472,8478
1821,34423,8597
1828,34372,8724
1796,34659,8354
1802,34602,8475
1815,34555,8597
1828,34507,8727
1797,34785,8349
1803,34730,8472
1811,34688,8596
1821,34644,8729
1781,34911,8343
1795,34861,8469
1802,34821,8596
1807,34782,8731
1775,35036,8338
1788,34990,8466
1799,34957,8595
1801,34920,8733
1776,35164,8331
1786,35120,8463
1794,35090,8594
1805,35059,8735
1773,35290,8326
1786,35251,8459
1793,35222,8594
1795,35195,8737
1766,35415,8321
1783,35380,8457
1789,35357,8593
1793,35332,8739
4179,35541,8316
6768,35508,8454
1788,35488,8593
1793,35468,8741
4237,35665,8311
6695,35638,8452
6120,35621,8592
1975,35607,8742
4281,35791,8306
6606,35767,8449
2063,35756,8592
1979,35744,8744
4311,35918,8301
6605,35898,8446
2050,35890,8591
2069,35882,8745
4317,44,8297
5851,28,8443
2043,24,8590
2014,21,8746
4309,169,8292
6411,158,8441
2043,156,8590
2056,159,8747
4609,295,8287
4497,287,8439
2041,291,8588
2065,296,8749
4097,419,8284
4141,416,8436
2042,423,8588
2064,433,8750
3045,545,8280
2980,545,8434
2041,557,8587
2067,571,8750
3022,670,8276
2990,675,8432
2399,690,8587
2670,710,8751
2191,797,8272
2201,806,8429
2229,825,8585
2294,848,8752
2191,921,8268
2188,935,8427
2086,958,8585
2095,986,8752
2209,1048,8265
2157,1064,8425
2093,1093,8583
2123,1124,8753
2215,1173,8261
2137,1195,8423
2124,1226,8583
2142,1261,8753
2230,1298,8258
2144,1323,8421
2141,1359,8582
2164,1400,8753
2254,1423,8255
2147,1453,8419
2166,1493,8581
2190,1538,8753
2207,1549,8252
2167,1583,8417
2197,1627,8580
2219,1677,8753
2303,1674,8249
2192,1713,8415
2222,1760,8579
2258,1814,8753
2330,1801,8246
2220,1842,8414
2252,1895,8578
2285,1952,8753
2363,1926,8244
2245,1973,8412
2281,2028,8577
2319,2091,8752
2409,2051,8242
2277,2101,8411
2313,2161,8576
2361,2229,8752
2291,2176,8240
2307,2231,8409
2351,2295,8575
2410,2366,8752
2316,2301,8238
2348,2361,8407
2386,2430,8573
2446,2505,8751
2350,2429,8236
2394,2491,8405
2445,2564,8572
2500,2643,8750
2379,2554,8234
2435,2622,8404
2490,2698,8571
2539,2782,8749
2427,2680,8232
2480,2751,8403
2540,2831,8570
2606,2920,8748
2471,2806,8230
2523,2881,8401
2583,2964,8568
2500,3057,8747
2519,2930,8230
2574,3010,8400
2777,3098,8567
2580,3195,8745
2653,3057,8228
2762,3139,8399
2667,3232,8566
2609,3333,8744
2816,3182,8227
2727,3269,8398
2699,3367,8564
2495,3473,8742
2758,3309,8226
2725,3401,8396
2690,3502,8562
2653,3610,8740
2694,3436,8225
2661,3531,8395
2627,3635,8561
2589,3749,8738
2635,3562,8225
2599,3662,8394
2567,3769,8560
2539,3887,8736
2580,3688,8224
2548,3790,8394
2521,3902,8558
2488,4023,8735
2530,3813,8224
2500,3920,8393
2468,4036,8557
2437,4162,8732
2484,3939,8224
2457,4051,8392
2425,4169,8555
2386,4299,8730
2442,4068,8223
2405,4182,8391
2373,4305,8553
2409,4439,8727
2393,4194,8223
2367,4313,8390
2382,4438,8551
2400,4576,8724
2359,4320,8224
2333,4442,8389
2391,4573,8549
2337,4713,8722
2316,4447,8224
2345,4572,8388
2342,4706,8548
2301,4849,8719
2345,4572,8225
2335,4702,8388
2285,4839,8546
2254,4988,8716
2338,4699,8225
2289,4832,8387
2243,4973,8544
2213,5125,8713
2280,4826,8226
2242,4962,8387
2199,5108,8542
2184,5264,8709
2245,4954,8226
2203,5095,8386
2179,5242,8540
2162,5402,8706
2202,5082,8227
2173,5225,8385
2159,5376,8538
2139,5539,8702
2182,5209,8228
2146,5357,8385
2135,5509,8536
2106,5676,8699
2154,5336,8230
2121,5485,8385
2113,5643,8534
2092,5812,8695
2122,5463,8231
2103,5616,8384
2091,5776,8532
2077,5950,8691
2114,5590,8232
2087,5747,8384
2071,5909,8530
2053,6086,8688
2096,5719,8233
2061,5880,8383
2058,6045,8527
2044,6225,8683
2055,5847,8235
2047,6011,8383
2036,6179,8525
2017,6362,8679
2023,5976,8237
2033,6141,8383
2024,6313,8523
2016,6498,8675
2036,6103,8238
2014,6273,8382
2005,6446,8521
2001,6634,8670
2022,6229,8241
0,6402,8382
1995,6579,8519
1982,6771,8666
2008,6359,8243
1986,6533,8383
1978,6713,8516
1979,6907,8661
1993,6487,8245
1985,6663,8382
0,6846,8514
1965,7045,8656
1987,6616,8247
1975,6797,8382
1962,6982,8511
1959,7181,8651
1976,6745,8249
1962,6928,8382
1961,7115,8509
1955,7317,8646
1972,6874,8252
1953,7060,8382
1952,7248,8506
1946,7454,8640
1965,7002,8254
1948,7191,8382
1946,7382,8504
1941,7589,8636
1945,7131,8257
1945,7322,8382
1942,7515,8501
1937,7725,8630
1941,7261,8259
1939,7453,8382
1938,7649,8498
1938,7860,8625
1942,7390,8262
1938,7585,8382
1935,7783,8496
1942,7997,8619
1935,7520,8265
1941,7716,8382
1939,7917,8493
1944,8132,8614
1940,7649,8268
1932,7849,8382
1935,8050,8490
1943,8268,8608
1937,7778,8271
1936,7980,8382
1936,8184,8487
1940,8403,8602
1938,7908,8274
1930,8111,8382
1946,8317,8485
1945,8538,8596
1939,8039,8277
1936,8243,8382
1947,8450,8482
1959,8672,8590
1937,8168,8280
1933,8375,8382
1955,8583,8479
1973,8810,8583
1925,8299,8283
1943,8508,8382
1961,8719,8475
1985,8944,8577
1929,8431,8286
1944,8640,8383
1961,8851,8473
31533,9079,8571
1933,8561,8290
1947,8773,8382
31419,8984,8470
0,9214,8564
1948,8691,8294
1951,8905,8383
31501,9117,8467
0,9348,8558
1948,8822,8297
31349,9036,8383
31622,9250,8464
28987,9482,8551
1944,8954,8300
31460,9168,8383
31716,9384,8460
29015,9615,8545
31375,9085,8304
31635,9301,8383
1947,9518,8457
29191,9752,8538
1932,9217,8308
0,9434,8383
29042,9651,8454
1957,9885,8531
31661,9349,8311
1943,9566,8384
29263,9785,8451
2028,10019,8524
1947,9480,8315
29053,9700,8384
1999,9918,8447
2057,10153,8517
1951,9612,8318
2004,9831,8384
2010,10050,8444
2056,10285,8510
1966,9743,8322
27525,9963,8384
2065,10183,8441
2078,10419,8503
2004,9875,8326
2005,10096,8385
2084,10315,8438
2140,10552,8496
2021,10008,8330
2062,10229,8385
2078,10449,8434
2122,10685,8489
2039,10141,8333
2040,10363,8385
2117,10583,8430
0,10820,8481
2073,10274,8337
2069,10496,8385
2173,10716,8427
0,10953,8474
2095,10408,8341
2112,10629,8385
2083,10849,8423
19209,11085,8467
2115,10540,8345
2115,10763,8385
19754,10982,8420
17303,11218,8459
2187,10673,8349
19594,10895,8385
19167,11114,8416
16766,11350,8452
19461,10807,8352
19699,11028,8385
17224,11248,8413
16886,11482,8444
19682,10940,8356
19031,11162,8385
16719,11380,8409
16829,11616,8436
19494,11073,8360
17156,11295,8385
15784,11513,8406
14932,11747,8429
17543,11208,8364
16754,11428,8385
15251,11646,8402
14126,11879,8422
16944,11341,8368
15637,11562,8386
14431,11778,8398
14345,12011,8414
15962,11476,8372
14745,11695,8386
14522,11912,8395
14015,12142,8406
15007,11610,8375
14477,11828,8386
14304,12044,8391
14728,12275,8398
14581,11744,8379
14531,11963,8385
15006,12176,8387
2634,12406,8391
15902,11879,8383
15220,12096,8386
14412,12310,8383
13420,12537,8383
14360,12013,8387
14843,12230,8385
2664,12441,8380
12378,12669,8375
15039,12148,8390
14185,12364,8385
13344,12574,8376
12892,12799,8367
14687,12284,8394
2658,12497,8385
13049,12707,8372
9889,12930,8360
14160,12418,8398
12338,12631,8385
12850,12839,8368
9696,13061,8352
13580,12553,8401
12911,12765,8385
9821,12971,8364
9550,13191,8344
13070,12689,8405
12698,12899,8385
9644,13104,8360
3129,13321,8336
12775,12825,8409
9778,13033,8385
9468,13236,8356
3134,13453,8328
12533,12960,8412
9518,13167,8384
3158,13369,8353
3227,13582,8321
12311,13097,8415
9339,13301,8384
3171,13500,8349
3327,13712,8313
12163,13232,8419
3185,13436,8383
3274,13632,8345
3442,13843,8305
0,13368,8422
3219,13570,8383
3383,13765,8341
3541,13972,8297
3243,13505,8425
3324,13703,8383
3508,13897,8337
3511,14103,8289
3277,13641,8429
3448,13838,8382
3519,14028,8333
3463,14232,8282
3397,13777,8432
3518,13972,8382
3473,14161,8329
3429,14361,8274
3516,13915,8435
3472,14106,8382
3434,14293,8325
3402,14491,8266
3468,14051,8438
3434,14241,8381
3404,14424,8321
3374,14620,8258
3435,14189,8441
3394,14375,8380
3372,14557,8317
3341,14748,8251
3388,14325,8444
3360,14510,8380
3348,14688,8313
3324,14878,8243
3353,14462,8447
3332,14645,8379
3319,14820,8309
3297,15007,8236
3319,14600,8449
3304,14779,8378
3289,14952,8305
3287,15135,8229
3285,14737,8452
3279,14914,8377
3271,15084,8301
3268,15264,8221
3263,14874,8455
3260,15049,8377
3254,15215,8297
3250,15393,8213
3243,15013,8457
3233,15183,8376
3233,15347,8293
3241,15521,8206
3215,15150,8459
3209,15318,8375
3213,15478,8289
3229,15650,8199
3188,15288,8462
3201,15453,8374
3204,15611,8285
3217,15777,8191
3173,15426,8464
3178,15587,8373
3198,15742,8281
3216,15905,8184
3156,15564,8466
3183,15723,8372
3174,15873,8277
3195,16034,8176
3148,15702,8468
3168,15857,8371
3164,16005,8273
3186,16161,8170
3127,15841,8469
3144,15992,8370
3159,16136,8269
3181,16290,8162
3111,15979,8472
3134,16127,8368
3160,16268,8265
3187,16417,8155
3110,16118,8473
3121,16262,8367
3157,16400,8261
3182,16545,8148
3103,16256,8475
3116,16396,8366
3149,16531,8257
3187,16673,8141
3100,16394,8476
3118,16532,8364
3154,16661,8253
3188,16800,8135
3096,16532,8478
3119,16667,8363
3159,16794,8248
3189,16927,8128
3098,16672,8479
3120,16801,8362
3162,16925,8244
3194,17055,8121
3094,16810,8480
3123,16937,8360
3168,17055,8241
3204,17182,8114
3099,16950,8481
3143,17072,8359
3174,17187,8236
3221,17308,8108
3099,17089,8482
3144,17207,8357
3183,17318,8232
3226,17436,8101
3118,17227,8483
3140,17342,8355
3190,17449,8229
3238,17563,8095
3122,17366,8484
3157,17477,8354
3201,17580,8225
3250,17689,8089
3135,17506,8484
3163,17611,8352
3221,17711,8221
3272,17817,8083
3142,17645,8485
3180,17747,8350
3246,17843,8216
3281,17943,8077
3157,17785,8485
3195,17882,8348
3258,17974,8213
3303,18070,8071
3174,17924,8485
3213,18018,8346
3275,18104,8209
3332,18197,8064
3188,18062,8485
3237,18152,8344
3294,18235,8205
3347,18323,8059
3205,18201,8485
3257,18287,8342
2763,18366,8201
2929,18449,8053
3237,18342,8485
2865,18422,8340
2756,18497,8197
3396,18577,8047
3265,18481,8484
3303,18558,8338
3376,18627,8194
3436,18702,8042
3285,18621,8483
3340,18692,8335
3387,18759,8190
3225,18828,8037
3307,18760,8483
3372,18828,8333
3433,18889,8186
3498,18956,8031
3356,18899,8483
3392,18963,8331
3470,19021,8182
3538,19082,8026
3384,19039,8481
3445,19098,8328
3511,19151,8178
3569,19208,8021
3423,19179,8480
3484,19232,8326
3551,19282,8175
3621,19334,8016
3466,19318,8479
3536,19368,8323
3600,19412,8171
3666,19460,8011
3509,19458,8478
3568,19503,8321
3637,19544,8167
3710,19587,8006
3561,19597,8477
3617,19639,8318
3687,19674,8164
3773,19713,8001
3629,19736,8475
3672,19773,8315
3742,19805,8160
3830,19839,7997
3667,19877,8473
3733,19908,8312
3805,19935,8156
3876,19964,7992
3732,20016,8472
3793,20043,8310
3873,20065,8153
3951,20091,7988
3798,20155,8470
3860,20178,8307
3938,20196,8149
4012,20217,7984
3861,20295,8467
3930,20313,8304
3997,20327,8145
4088,20342,7980
3939,20434,8465
4001,20448,8301
4083,20457,8142
4166,20469,7975
4030,20573,8463
4093,20583,8298
4170,20589,8138
4250,20595,7971
4101,20714,8460
4184,20717,8295
4253,20719,8135
4329,20722,7967
4209,20853,8457
4262,20852,8292
4341,20849,8132
4422,20847,7964
4311,20992,8455
4370,20987,8288
4452,20979,8128
4525,20973,7961
4410,21130,8452
4471,11292,8285
4559,21110,8125
4636,21099,7957
4528,21271,8449
4594,21256,8282
4672,21240,8122
4760,21225,7954
4665,21411,8445
4721,21392,8278
4799,21372,8118
4859,21351,7951
4798,21550,8442
4858,21526,8275
4927,21502,8115
5007,21478,7947
4950,21688,8439
5009,21661,8271
5077,21632,8111
5144,21604,7944
5100,21827,8435
5153,21795,8268
5225,21762,8108
5307,21730,7941
5272,21967,8431
5336,21930,8264
5391,21893,8105
5466,21855,7939
5492,22105,8427
5513,22064,8261
5584,22023,8102
2563,21982,7936
4832,22244,8423
5725,22199,8257
5782,22155,8098
2577,22108,7934
4759,22383,8419
5959,22333,8253
2713,22284,8096
2587,22235,7931
4664,22522,8415
6127,22468,8249
2745,22414,8093
2608,22361,7929
4606,22660,8410
4650,22602,8245
2769,22545,8090
2636,22487,7927
4579,22798,8406
4539,22736,8242
2785,22676,8086
2663,22613,7925
4509,22937,8401
4458,22870,8238
2793,22806,8083
0,22740,7923
5647,23075,8396
4468,23005,8234
5860,22936,8080
5967,22866,7921
5583,23214,8391
4440,23139,8230
4489,23067,8078
4863,22993,7919
5514,23352,8386
4441,23274,8225
4429,23197,8075
5823,23120,7918
5447,23491,8380
4421,23408,8221
4377,23328,8072
5729,23246,7916
5369,23627,8376
4387,23541,8217
4317,23457,8069
4405,23372,7915
5320,23766,8370
0,23675,8213
4317,23588,8066
4357,23499,7914
5277,23903,8364
5344,23808,8209
4346,23718,8064
4297,23626,7913
5067,24041,8359
5151,23943,8204
5373,23849,8061
4285,23752,7912
5025,24179,8353
5108,24076,8201
5184,23980,8058
4261,23880,7911
4987,24316,8347
5053,24211,8196
5145,24109,8056
4272,24007,7910
4955,24454,8340
5023,24344,8191
5110,24239,8053
4286,24133,7909
5063,24589,8335
5026,24477,8187
5063,24370,8051
5140,24260,7909
5038,24727,8328
5105,24610,8183
5167,24501,8048
5118,24387,7908
5009,24864,8322
5081,24745,8178
5145,24631,8046
5222,24515,7908
4979,25000,8316
5047,24878,8174
5122,24762,8043
5197,24643,7908
4972,25137,8309
5020,25012,8169
5097,24892,8040
5162,24770,7907
4956,25275,8302
5005,25145,8164
5064,25023,8038
5136,24897,7907
4934,25409,8296
4995,25278,8160
5048,25152,8036
5108,25025,7908
4931,25546,8288
4975,25411,8155
5026,25284,8033
5085,25152,7908
4924,25682,8281
4958,25543,8151
5024,25414,8031
5074,25281,7908
4858,25817,8275
4963,25677,8146
5012,25544,8029
5059,25409,7908
4915,25954,8267
4950,25811,8141
5003,25675,8026
5056,25537,7908
4913,26089,8260
4954,25944,8136
3794,25806,8024
5048,25665,7909
4925,26225,8252
4946,26076,8131
4994,25935,8022
3782,25793,7910
4921,26359,8245
4951,26208,8127
4989,26067,8020
5028,25920,7911
4935,26495,8238
4968,26341,8122
4996,26197,8018
5017,26049,7912
4959,26629,8230
4970,26474,8117
5004,26327,8016
5029,26178,7912
4970,26764,8222
4972,26608,8112
5007,26459,8014
5035,26307,7913
4996,26899,8214
4995,26740,8107
5017,26590,8011
5040,26436,7914
5006,27035,8206
5021,26872,8102
5031,26721,8009
5050,26564,7915
5043,27167,8199
5032,27004,8097
5043,26850,8008
5063,26693,7917
5066,27302,8191
5051,27136,8092
5064,26981,8006
5070,26821,7918
5088,27436,8183
5081,27269,8087
5077,27112,8004
5089,26952,7919
5116,27569,8175
5105,27400,8082
5114,27242,8002
5101,27080,7921
5134,27704,8166
5151,27533,8077
5133,27373,8000
5131,27211,7922
5158,27837,8158
5177,27665,8072
5166,27505,7998
5160,27340,7923
5188,27971,8150
5207,27796,8068
5201,27635,7997
5171,27469,7925
5276,28102,8142
5238,27928,8063
5231,27766,7995
5211,27599,7927
5340,28236,8133
5255,28059,8058
5276,27896,7993
5244,27728,7929
5385,28368,8125
5288,28192,8052
5317,28027,7992
5290,27859,7930
5462,28500,8117
5353,28323,8048
5352,28159,7990
5328,27990,7932
5506,28634,8108
5474,28455,8042
5347,28290,7988
5376,28120,7934
5591,28767,8099
5526,28587,8037
5402,28421,7986
5426,28251,7936
5670,28898,8091
5596,28718,8032
5512,28550,7985
5432,28380,7938
5750,29029,8083
5658,28849,8027
5590,28682,7983
5491,28510,7940
5837,29161,8074
5723,28979,8023
5665,28813,7982
5544,28642,7942
5914,29292,8065
5820,29111,8017
5733,28944,7981
5643,28772,7945
6016,29424,8056
5906,29243,8012
5778,29077,7978
5729,28904,7946
6121,29556,8048
5991,29374,8007
5891,29208,7977
5802,29036,7948
6237,29687,8039
6098,29506,8002
5980,29338,7976
5842,29166,7951
6351,29816,8031
6209,29635,7998
6071,29468,7975
5966,29297,7953
6478,29948,8022
6317,29766,7993
6181,29600,7973
6062,29428,7956
6598,30078,8013
6436,29896,7988
6294,29731,7972
6157,29561,7958
6738,30207,8005
6565,30028,7982
6402,29863,7970
6270,29694,7960
6903,30338,7996
6697,30159,7978
6517,29994,7969
6382,29825,7962
7059,30469,7987
6844,30289,7973
6664,30126,7967
6497,29957,7965
7228,30599,7978
6997,30420,7968
6805,30257,7966
6642,30089,7968
7259,30728,7970
7174,30549,7963
6956,30388,7965
6764,30222,7970
7366,30857,7962
7299,30681,7958
7127,30519,7964
6920,30354,7972
7603,30986,7953
7299,30811,7953
7300,30651,7962
7087,30486,7975
8055,31116,7944
7506,30941,7949
7258,30783,7961
7253,30620,7977
8290,31244,7936
7978,31072,7943
7449,30914,7960
7245,30753,7980
8578,31374,7927
8217,31201,7939
7893,31046,7958
7382,30885,7982
8868,31502,7919
8487,31331,7934
8155,31177,7957
7716,31018,7985
9186,31630,7910
8764,31461,7930
8405,31309,7956
8091,31152,7987
9514,31758,7902
9076,31591,7925
8684,31440,7955
8331,31285,7989
9193,31885,7894
9425,31721,7920
8979,31572,7954
8616,31419,7992
9091,32014,7885
9227,31850,7916
9324,31704,7953
8909,31553,7994
9588,32142,7877
9110,31981,7911
9347,31835,7951
