depth,phi,theta
3152,17766,8543
3178,17772,8390
3214,17770,8246
3265,17760,8095
3151,17905,8542
3184,17908,8391
3235,17900,8248
3266,17887,8099
3180,18043,8541
3202,18042,8391
3243,18031,8251
3294,18013,8103
3193,18183,8539
3219,18176,8391
3268,18161,8253
3297,18140,8108
3213,18322,8538
3248,18312,8392
3289,18292,8255
3319,18266,8112
3238,18460,8536
3264,18446,8392
2859,18423,8258
2823,18392,8116
3271,18600,8535
3288,18580,8392
2914,18553,8259
2778,18519,8120
3224,18738,8533
3314,18716,8393
3359,18684,8262
3385,18646,8125
3324,18877,8531
3349,18850,8393
3230,18815,8264
3414,18772,8129
3360,19016,8529
3380,18984,8393
3415,18945,8267
3436,18898,8134
3392,19154,8527
3424,19119,8393
3457,19076,8269
3477,19026,8139
3439,19292,8524
3457,19253,8393
3486,19207,8272
3519,19152,8144
3495,19432,8522
3497,19387,8393
3536,19337,8274
3543,19279,8150
3523,19570,8520
3552,19523,8393
3568,19468,8276
3592,19406,8155
3582,19709,8517
3596,19656,8393
3609,19599,8279
3626,19532,8160
3638,19846,8514
3644,19790,8393
3667,19729,8282
3682,19658,8165
3690,19984,8512
3704,19925,8393
3719,19860,8284
3724,19786,8171
3769,20121,8509
3756,20059,8393
3770,19991,8287
3794,19913,8176
3826,20260,8506
3821,20194,8393
3828,20121,8289
3837,20040,8182
3892,20397,8503
3885,20328,8393
3897,20252,8292
3901,20167,8187
3975,20536,8500
3966,20461,8392
3963,20383,8295
3961,20294,8193
4046,20673,8497
4046,20596,8392
4030,20513,8297
4034,20422,8199
4143,20810,8493
4129,20730,8392
4119,20644,8300
4105,20549,8205
4244,20946,8490
4226,20863,8392
4203,20775,8303
4181,20676,8211
4340,21084,8487
4318,20996,8391
4293,20906,8306
4266,20804,8218
4456,21222,8484
4425,21131,8391
4384,21037,8309
4349,20931,8224
4567,21359,8480
4529,21264,8391
4481,21167,8312
4439,21059,8230
4696,21495,8476
4641,21399,8391
4607,21298,8315
4535,21187,8236
4838,21632,8473
4781,21532,8390
4727,21428,8318
4659,21314,8243
4994,21767,8469
4917,21665,8390
4847,21560,8320
4783,21441,8249
5155,21905,8465
5065,21798,8389
4989,21690,8323
4900,21570,8256
5322,22040,8462
5222,21933,8389
5133,21822,8327
5045,21699,8263
5509,22177,8458
5398,22067,8389
5287,21952,8330
5183,21827,8270
4810,22313,8454
5596,22200,8388
5474,22084,8333
5336,21955,8276
4710,22449,8450
4813,22332,8388
5650,22214,8336
5513,22084,8283
4650,22585,8446
4715,22465,8388
5883,22345,8339
5711,22210,8290
4619,22720,8442
4632,22599,8388
4728,22475,8342
5913,22340,8297
4625,22855,8438
4593,22732,8387
4641,22607,8346
6082,22469,8304
5697,22991,8434
4577,22866,8387
4573,22737,8349
4657,22598,8311
5628,23127,8430
4567,22998,8386
4530,22869,8352
4588,22726,8318
5551,23261,8426
5632,23131,8386
4562,23000,8355
4425,22856,8326
5490,23396,8422
5555,23264,8386
5635,23130,8359
4526,22984,8333
5416,23530,8418
5489,23397,8385
5575,23261,8362
5656,23113,8340
5358,23665,8414
5423,23529,8385
5495,23393,8365
5587,23242,8347
5298,23799,8410
5351,23662,8385
5432,23523,8368
5514,23372,8355
5245,23934,8406
5299,23795,8384
5371,23655,8372
5436,23501,8362
5049,24068,8401
5250,23928,8384
5301,23786,8375
5361,23632,8370
5011,24201,8397
5063,24060,8383
5250,23918,8379
5315,23761,8377
4979,24336,8393
5008,24192,8383
5060,24048,8382
5263,23890,8384
4937,24469,8389
4968,24324,8383
5020,24180,8386
5059,24020,8391
5046,24602,8385
4933,24457,8383
4979,24311,8389
5019,24151,8399
5024,24736,8381
5005,24590,8383
4940,24443,8393
4976,24282,8407
4994,24869,8377
5018,24722,8382
4967,24575,8396
4939,24412,8415
4985,25003,8373
4998,24853,8382
5016,24706,8400
4918,24543,8422
4954,25135,8369
4967,24986,8382
4996,24837,8403
5017,24672,8429
4932,25267,8365
4948,25116,8382
4972,24968,8407
4983,24802,8437
4916,25400,8361
4921,25249,8381
4950,25099,8411
4961,24934,8445
4916,25531,8357
4913,25380,8381
4928,25232,8414
4933,25066,8453
4894,25666,8354
4890,25513,8382
4914,25363,8418
4912,25198,8460
4700,25797,8350
4698,25646,8382
4710,25494,8422
4783,25329,8468
4694,25930,8346
4680,25777,8381
4680,25627,8426
4683,25459,8475
4893,26061,8342
4684,25907,8381
4679,25756,8428
4661,25591,8483
4897,26191,8338
4866,26039,8381
4675,25887,8432
4660,25722,8490
4894,26324,8335
4871,26170,8381
4712,26020,8436
4657,25853,8497
4905,26455,8331
4885,26304,8382
4863,26152,8440
4670,25987,8505
4906,26586,8327
4885,26434,8382
4864,26285,8444
4842,26119,8513
4927,26718,8324
4890,26565,8382
4867,26416,8447
4840,26252,8521
4938,26848,8321
4903,26697,8383
4880,26548,8451
4842,26382,8527
4956,26979,8317
4914,26827,8382
4852,26679,8455
4822,26515,8535
4933,27109,8314
4890,26959,8383
4860,26810,8458
4826,26648,8542
4994,27239,8311
4919,27089,8383
4881,26944,8462
4860,26781,8550
4986,27371,8308
4931,27221,8384
4933,27076,8466
4884,26915,8557
5033,27501,8305
4998,27353,8384
4954,27207,8470
4902,27047,8564
5048,27631,8302
5028,27484,8385
4972,27340,8474
4885,27180,8572
5122,27761,8299
5052,27614,8385
4980,27470,8477
4946,27313,8579
5158,27889,8296
5072,27744,8386
5039,27603,8481
4974,27446,8586
5154,28019,8294
5136,27874,8386
5062,27735,8485
4997,27580,8593
5244,28148,8291
5159,28007,8387
5096,27868,8489
5028,27714,8600
5289,28278,8288
5202,28138,8388
5140,28001,8493
5059,27848,8607
5336,28408,8286
5257,28267,8388
5179,28132,8496
5093,27983,8614
5402,28536,8284
5309,28399,8390
5222,28264,8500
5139,28116,8621
5467,28665,8282
5352,28528,8390
5276,28396,8503
5183,28248,8627
5528,28793,8279
5432,28659,8391
5326,28528,8507
5228,28383,8634
5597,28921,8277
5501,28789,8392
5387,28661,8511
5296,28520,8641
5666,29051,8276
5553,28921,8393
5446,28794,8515
5344,28654,8648
5750,29181,8274
5636,29051,8394
5525,28928,8519
5409,28788,8654
5832,29308,8273
5712,29182,8396
5596,29060,8523
5490,28924,8661
5912,29436,8271
5783,29312,8397
5676,29190,8526
5553,29057,8667
6002,29562,8269
5875,29441,8398
5750,29322,8529
5625,29191,8673
6104,29691,8268
5963,29570,8399
5834,29456,8533
5710,29326,8679
6217,29818,8267
6060,29703,8401
5930,29590,8537
5803,29463,8686
6332,29948,8266
6174,29832,8402
6026,29723,8541
5887,29600,8692
6455,30075,8265
6288,29963,8404
6134,29855,8545
5995,29735,8698
6574,30203,8264
6409,30093,8405
6253,29988,8548
6101,29870,8704
6707,30329,8263
6530,30222,8407
6375,30119,8552
6222,30005,8709
6853,30456,8263
6679,30352,8408
6498,30253,8555
6353,30140,8715
7017,30583,8262
6821,30481,8410
6648,30385,8559
6484,30276,8720
7170,30711,8262
6972,30613,8412
6796,30519,8563
6623,30414,8726
7284,30838,8262
7145,30743,8414
6950,30653,8566
6771,30549,8731
7297,30965,8262
7283,30872,8416
7130,30785,8570
6932,30686,8737
7498,31091,8262
7287,31003,8418
7292,30918,8573
7115,30821,8741
7867,31218,8262
7480,31132,8419
7276,31050,8577
7300,30958,8747
7548,31344,8263
7691,31261,8421
7482,31184,8580
7272,31094,8751
7469,31471,8263
7572,31391,8424
7701,31318,8584
7478,31231,8757
7648,31598,8264
7472,31522,8426
7578,31450,8588
7712,31369,8762
9047,31724,8265
7656,31651,8428
7506,31584,8591
7612,31505,8766
9373,31851,8266
8773,31781,8430
7699,31717,8594
7542,31643,8771
9296,31977,8267
8588,31910,8433
8685,31850,8598
7752,31778,8775
9160,32103,8268
8768,32041,8435
8589,31982,8601
4059,31916,8779
9263,32228,8270
9171,32170,8438
3944,32115,8604
4048,32053,8783
9697,32355,8271
5318,32300,8440
3971,32249,8608
4041,32191,8788
5318,32482,8273
5297,32429,8443
5299,32383,8611
4008,32327,8792
5225,32607,8275
5249,32560,8446
4013,32516,8614
3396,32465,8795
5071,32733,8277
5113,32689,8449
5006,32651,8618
3361,32602,8799
4992,32858,8279
4975,32818,8451
4944,32784,8621
4599,32739,8803
4907,32985,8281
5123,32947,8454
4911,32916,8624
2567,32878,8806
4840,33110,8284
4807,33078,8457
4817,33049,8627
4508,33015,8809
5006,33237,8287
4720,33208,8460
4740,33184,8630
2273,33153,8813
4987,33362,8289
4995,33337,8463
4663,33318,8634
2274,33290,8816
5055,33488,8292
4967,33466,8466
4501,33451,8636
2274,33429,8819
4682,33613,8295
4535,33597,8469
2280,33584,8639
2283,33566,8822
4661,33739,8298
4059,33726,8473
1892,33717,8642
1900,33703,8824
3998,33865,8302
1863,33855,8476
1879,33852,8646
1885,33841,8827
3913,33990,8305
1853,33985,8479
1864,33986,8649
1878,33980,8830
3876,34117,8309
1839,34115,8482
1850,34119,8651
1864,34117,8832
3876,34242,8313
1828,34245,8486
1835,34252,8654
1851,34256,8834
3905,34367,8317
1819,34374,8490
1828,34387,8657
1846,34393,8836
3971,34493,8321
1812,34503,8493
1824,34520,8660
1830,34532,8838
4436,34618,8325
1802,34634,8497
1815,34653,8663
1824,34670,8840
1786,34745,8329
1799,34763,8500
1810,34788,8666
1812,34807,8842
1794,34870,8334
1795,34893,8504
1803,34921,8668
1810,34946,8844
1778,34995,8338
1788,35023,8508
1798,35054,8671
1809,35084,8845
1777,35120,8343
1786,35152,8511
1794,35189,8674
1805,35222,8846
1773,35247,8348
1786,35282,8515
1792,35322,8676
1795,35360,8848
1773,35373,8353
1789,35412,8519
1790,35457,8679
1803,35498,8849
1770,35498,8358
6455,35543,8524
2054,35590,8681
1982,35637,8850
4279,35624,8364
6355,35672,8527
2005,35725,8684
1982,35775,8851
4300,35750,8369
2064,35802,8531
2101,35858,8686
1936,35912,8851
4775,35876,8375
2049,35933,8536
2064,35992,8689
1922,52,8852
6748,1,8380
2048,62,8540
2049,127,8691
2075,189,8853
6641,128,8386
2041,193,8544
2054,262,8694
2080,328,8853
4257,255,8393
2035,322,8548
2052,395,8696
2058,467,8854
4173,380,8399
2041,453,8552
2049,528,8698
2073,605,8854
4105,506,8405
2046,583,8557
2145,662,8700
2396,742,8854
2984,632,8411
3297,712,8561
2284,797,8703
2262,880,8853
2208,758,8418
2222,842,8565
2086,930,8705
2110,1019,8853
2205,884,8424
2076,973,8570
2104,1064,8707
2135,1156,8853
2170,1011,8431
2089,1103,8574
2128,1198,8709
2160,1294,8852
2127,1137,8438
2122,1234,8578
2147,1332,8711
2182,1433,8852
2109,1263,8445
2141,1364,8583
2175,1467,8713
2209,1570,8851
2125,1390,8452
2155,1494,8587
2202,1600,8715
2234,1709,8851
2150,1517,8459
2187,1625,8592
2228,1734,8717
2266,1846,8850
2174,1644,8466
2218,1755,8597
2255,1869,8719
2299,1984,8849
2202,1770,8473
2244,1886,8601
2287,2002,8721
2330,2122,8848
2228,1897,8481
2275,2016,8606
2321,2137,8723
2367,2259,8846
2259,2024,8488
2307,2146,8611
2360,2270,8725
2421,2398,8845
2293,2151,8496
2348,2276,8615
2415,2404,8726
2482,2535,8844
2333,2278,8504
2389,2408,8620
2447,2537,8728
2640,2672,8843
2363,2406,8512
2433,2538,8625
2498,2672,8730
2571,2809,8841
2419,2533,8519
2478,2668,8629
2544,2806,8731
2471,2947,8839
2456,2661,8527
2530,2801,8634
2599,2941,8733
2468,3085,8838
2503,2788,8535
2571,2932,8639
2511,3074,8734
2441,3222,8836
2550,2916,8544
2733,3062,8644
2585,3209,8736
2441,3357,8833
2685,3042,8551
2586,3191,8648
2605,3341,8737
2459,3495,8832
2719,3170,8560
2592,3323,8653
2494,3475,8739
2653,3632,8830
2675,3299,8568
2560,3454,8658
2666,3609,8740
2601,3768,8827
2721,3426,8576
2668,3586,8663
2603,3744,8742
2543,3907,8825
2677,3555,8585
2609,3718,8668
2553,3879,8743
2499,4044,8823
2619,3684,8594
2548,3849,8673
2502,4013,8745
2448,4181,8821
2556,3812,8602
2504,3978,8677
2455,4144,8745
2396,4316,8818
2510,3939,8610
2460,4110,8683
2405,4278,8747
2411,4452,8815
2464,4068,8619
2405,4241,8687
2352,4413,8748
2408,4588,8813
2424,4197,8628
2366,4373,8692
2401,4546,8749
2357,4725,8810
2380,4328,8637
2385,4506,8697
2382,4682,8751
2308,4864,8808
2399,4457,8646
2376,4639,8702
2313,4816,8752
2265,4999,8805
2397,4587,8655
2330,4770,8707
2268,4950,8753
2225,5135,8802
2366,4713,8663
2273,4900,8712
2235,5081,8754
2198,5269,8799
2287,4844,8672
2243,5031,8716
2198,5216,8755
2167,5405,8796
2260,4973,8680
2213,5164,8721
2173,5349,8755
2142,5542,8793
2221,5103,8689
2175,5295,8726
2156,5484,8757
2121,5678,8790
2199,5234,8699
2159,5428,8731
2131,5618,8758
2098,5813,8787
2167,5364,8707
2134,5561,8736
2110,5751,8758
2091,5949,8784
2143,5494,8716
2112,5693,8741
2080,5883,8759
2059,6083,8780
2122,5623,8725
2100,5823,8745
2071,6018,8760
2050,6218,8777
2097,5754,8734
2078,5955,8750
2058,6151,8761
2034,6354,8774
2087,5884,8742
2055,6088,8755
2041,6285,8762
2011,6488,8770
2077,6015,8751
2041,6221,8760
2027,6420,8763
2006,6624,8767
2059,6148,8761
2028,6353,8765
2016,6553,8763
1989,6758,8764
2038,6278,8769
2021,6486,8769
2001,6687,8764
1976,6894,8760
2029,6409,8778
2006,6619,8774
1993,6821,8765
1972,7028,8757
2015,6542,8787
1996,6750,8778
1982,6951,8765
1964,7161,8753
2004,6671,8796
1992,6882,8783
1968,7086,8766
1956,7295,8749
1992,6803,8804
1972,7016,8788
1960,7219,8766
1948,7430,8746
1979,6934,8813
1966,7148,8792
1954,7353,8767
1954,7564,8743
1978,7067,8822
1960,7280,8796
1951,7486,8767
1948,7697,8739
1978,7199,8830
1956,7414,8801
1963,7619,8768
1944,7832,8736
1969,7331,8839
1954,7547,8805
1944,7754,8769
1952,7965,8732
1958,7464,8847
1950,7679,8810
1948,7887,8769
1941,8100,8729
1951,7596,8856
1943,7813,8814
1948,8019,8769
1945,8233,8725
1950,7730,8865
1947,7946,8818
1945,8154,8770
1954,8367,8722
1953,7863,8873
1943,8080,8823
1944,8288,8771
1955,8500,8718
1954,7997,8881
1950,8213,8827
1951,8421,8771
1949,8634,8715
1952,8130,8889
1946,8347,8831
1948,8553,8772
1960,8766,8711
1952,8264,8898
1951,8480,8836
1960,8688,8772
1964,8899,8708
1957,8397,8906
1962,8613,8839
1966,8820,8773
31570,9032,8704
1957,8530,8914
1964,8748,8844
1971,8953,8773
0,9165,8701
1964,8665,8922
1961,8881,8848
1977,9087,8773
0,9297,8697
1971,8799,8930
1973,9016,8852
0,9220,8774
0,9430,8694
1968,8932,8937
1968,9149,8856
0,9354,8774
29010,9562,8691
0,9068,8945
1986,9282,8859
28991,9486,8774
29151,9694,8687
0,9202,8953
1993,9417,8864
29117,9619,8775
2015,9826,8684
0,9336,8960
29126,9551,8867
28197,9753,8775
2033,9958,8681
2007,9472,8968
29344,9684,8871
27627,9885,8775
2059,10091,8678
2031,9606,8975
27610,9819,8875
26385,10018,8776
2060,10222,8675
27647,9741,8982
26667,9953,8878
2047,10151,8776
2084,10353,8671
2047,9877,8989
25393,10086,8882
2067,10284,8776
2071,10485,8668
2073,10012,8996
2005,10222,8886
2102,10416,8777
21880,10616,8665
2029,10147,9003
2057,10355,8889
2131,10550,8777
21004,10747,8662
2089,10284,9010
2053,10489,8892
2137,10682,8777
20000,10879,8660
2104,10419,9017
2091,10625,8896
2157,10815,8777
19242,11010,8657
2164,10556,9023
2089,10759,8899
2130,10948,8778
17303,11140,8654
2143,10692,9029
2169,10894,8902
17324,11081,8778
16806,11272,8651
2156,10828,9036
2228,11028,8905
16787,11213,8778
16772,11402,8648
17355,10965,9042
16731,11162,8908
16778,11346,8779
16808,11532,8646
16744,11101,9048
16768,11296,8911
16767,11478,8779
16326,11664,8643
16782,11237,9054
16689,11431,8914
16254,11610,8779
15865,11794,8641
16671,11375,9060
16192,11566,8917
15751,11744,8780
15471,11923,8638
16083,11511,9065
15680,11702,8920
15369,11876,8780
0,12054,8636
15633,11647,9070
15270,11836,8923
14989,12009,8780
0,12184,8634
15218,11786,9076
14957,11970,8925
14814,12141,8781
13337,12314,8632
14934,11922,9081
0,12106,8928
14489,12273,8781
13051,12444,8629
0,12059,9086
0,12240,8931
14165,12405,8781
12752,12574,8627
2618,12197,9091
0,12375,8933
13886,12539,8782
12420,12703,8626
0,12335,9096
0,12511,8936
0,12670,8782
11944,12833,8624
0,12472,9100
13492,12645,8938
0,12804,8782
11639,12962,8622
0,12611,9105
13250,12780,8940
11936,12935,8783
11569,13091,8620
0,12748,9109
13032,12916,8943
11702,13067,8783
11625,13221,8619
3784,12885,9113
12762,13050,8945
11504,13199,8783
11517,13350,8617
3708,13025,9117
12536,13185,8947
11269,13332,8784
12163,13479,8616
3626,13162,9121
3620,13321,8949
11051,13464,8784
11929,13609,8615
12235,13300,9125
3517,13456,8951
10783,13597,8785
3457,13737,8614
0,13439,9128
3431,13590,8953
3426,13729,8785
3487,13867,8613
3420,13577,9132
3446,13727,8955
3451,13860,8786
3452,13995,8612
3408,13715,9135
3403,11050,8956
3410,13992,8786
3412,14124,8611
3364,13855,9138
3362,13996,8958
3364,14125,8787
3371,14252,8610
3318,13993,9141
3324,14132,8960
3326,14256,8787
3342,14381,8609
3278,14131,9143
3285,14267,8961
3294,14389,8788
3309,14509,8609
3243,14271,9146
3257,14402,8963
3267,14521,8788
3277,14639,8608
3211,14409,9148
3215,14538,8964
3230,14652,8789
3257,14767,8608
3176,14548,9150
3188,14673,8965
3209,14783,8789
3225,14895,8608
3146,14687,9153
3167,14808,8967
3184,14916,8790
3203,15022,8608
3118,14826,9154
3133,14945,8968
3159,15048,8791
3183,15151,8608
3094,14964,9156
3106,15080,8969
3138,15181,8792
3164,15279,8608
3073,15105,9158
3095,15214,8970
3117,15312,8792
3147,15408,8608
3051,15243,9159
3070,15351,8971
3103,15443,8793
3120,15536,8609
3035,15382,9161
3057,15486,8972
3090,15575,8794
3115,15663,8609
3015,15522,9162
3044,15621,8973
3074,15707,8795
3102,15791,8610
2998,15661,9163
3029,15756,8974
3052,15839,8795
3093,15920,8611
2993,15800,9163
3015,15892,8974
3053,15970,8796
3085,16047,8611
2974,15940,9164
3005,16027,8975
3040,16102,8797
3069,16174,8612
2966,16079,9164
2996,16163,8976
3032,16233,8798
3071,16303,8613
2957,16218,9165
2983,16298,8976
3027,16365,8798
3069,16430,8614
2957,16358,9165
2987,16433,8977
3024,16497,8800
3058,16558,8616
2955,16497,9165
2981,16569,8977
3021,16628,8800
3057,16686,8617
2953,16636,9164
2979,16704,8978
3027,16760,8801
3059,16814,8619
2955,16776,9164
2989,16839,8978
3025,16892,8802
3056,16941,8620
2958,16915,9164
2982,16975,8978
3026,17023,8803
3074,17069,8622
2958,17054,9163
2987,17110,8978
3034,17154,8805
3075,17196,8624
2965,17194,9162
3002,17245,8978
3040,17287,8806
3080,17324,8626
2970,17333,9161
3009,17380,8978
3043,17418,8807
3089,17452,8629
2979,17472,9160
3019,17516,8979
3054,17549,8808
3092,17579,8631
2992,17612,9159
3028,17651,8978
3066,17681,8809
3111,17706,8633
3008,17751,9158
3040,17786,8978
3080,17812,8810
3111,17835,8636
3020,17890,9156
3052,17922,8978
3099,17943,8811
3148,17962,8639
3031,18029,9154
3079,18057,8978
3111,18076,8813
3153,18089,8641
3062,18168,9153
3096,18193,8978
3129,18207,8814
3172,18217,8645
3080,18307,9151
3115,18328,8977
3156,18337,8815
3188,18344,8647
3099,18447,9149
3133,18462,8977
3178,18470,8817
3205,18471,8651
3126,18586,9146
3159,18599,8977
3198,18601,8818
3240,18600,8654
3155,18725,9144
3181,18733,8976
3228,18732,8820
3250,18727,8657
3189,18865,9142
3220,18868,8976
3250,18864,8821
3293,18854,8661
3215,19003,9139
3248,19002,8975
3289,18995,8823
3319,18982,8665
3255,19141,9136
3281,19138,8975
3326,19126,8824
3352,19110,8668
3288,19281,9133
3324,19273,8974
3354,19258,8826
3386,19237,8672
3339,19420,9130
3353,19408,8973
3390,19390,8828
3421,19366,8676
3372,19558,9127
3399,19543,8973
3433,19521,8829
3458,19493,8681
3424,19696,9124
3448,19678,8972
3480,19653,8831
3503,19620,8685
3473,19836,9121
3491,19812,8971
3524,19784,8833
3548,19748,8689
3520,19974,9117
3536,19948,8970
3581,19915,8834
3591,19876,8694
3575,20112,9114
3603,20082,8969
3623,20047,8836
3646,20004,8698
3639,20251,9110
3645,20217,8968
3678,20178,8838
3701,20132,8703
3703,20389,9106
3713,20352,8967
3736,20309,8840
3749,20260,8707
3769,20526,9102
3783,20486,8966
3811,20441,8842
3815,20388,8712
3857,20666,9099
3863,20621,8965
3875,20572,8844
3892,20516,8717
3938,20803,9095
3935,20756,8965
3952,20703,8846
3961,20644,8722
4020,20940,9090
4021,20890,8963
4016,20835,8848
4033,20772,8728
4116,21079,9086
4115,21024,8962
4108,20966,8850
4122,20901,8733
4216,21217,9082
4208,21160,8961
4212,21097,8852
4202,21028,8738
4317,21353,9077
4308,21293,8960
4302,21229,8854
4287,21156,8744
4434,21492,9073
4419,21427,8959
4410,21360,8856
4392,21284,8749
4563,21629,9068
4533,21563,8958
4522,21491,8858
4492,21413,8755
4699,21766,9064
4669,21696,8957
4637,21624,8860
4604,21542,8761
4838,21904,9059
4805,21830,8955
4778,21755,8863
4735,21670,8766
4993,22041,9054
4940,21965,8954
4912,21886,8865
4866,21799,8773
5161,22177,9050
5105,22099,8953
5060,22018,8867
5012,21927,8778
5341,22315,9045
5278,22233,8952
5217,22149,8869
5115,22056,8784
5556,22451,9040
5477,22366,8950
5399,22280,8872
5308,22186,8791
5773,22587,9035
5689,22501,8949
5603,22412,8874
5502,22314,8797
5702,22725,9030
5775,22634,8948
5818,22544,8876
5703,22444,8803
5614,22861,9025
5682,22769,8947
5763,22675,8879
5854,22573,8810
5526,22996,9019
5595,22903,8945
5681,22807,8882
5767,22701,8816
5459,23134,9014
5530,23036,8944
5599,22938,8884
5685,22830,8823
5380,23269,9009
5447,23169,8942
5530,23069,8886
5594,22960,8829
5305,23405,9004
5381,23304,8941
5460,23200,8889
5524,23089,8836
5256,23541,8998
5309,23438,8940
5370,23333,8892
5458,23220,8843
5198,23676,8993
5234,23571,8939
5310,23466,8894
5377,23349,8850
5140,23813,8988
5195,23704,8937
5237,23597,8897
5306,23479,8857
5093,23948,8983
5145,23839,8936
5191,23728,8900
5251,23607,8863
5054,24082,8977
5095,23970,8935
5145,23859,8902
5185,23738,8870
4868,24217,8972
4995,24104,8933
5107,23991,8905
5138,23868,8877
4828,24353,8966
4867,24237,8932
4930,24123,8908
5099,23999,8884
4795,24487,8961
4827,24371,8931
4865,24256,8911
4911,24128,8891
4761,24623,8956
4790,24504,8930
4822,24387,8913
4862,24260,8899
4855,24757,8950
4765,24638,8928
4791,24518,8916
4827,24390,8906
4858,24892,8945
4868,24770,8927
4768,24650,8919
4788,24520,8913
4792,25025,8939
4859,24903,8926
4880,24781,8922
4764,24650,8920
4772,25160,8934
4796,25035,8925
4856,24914,8925
4877,24780,8927
4766,25294,8929
4758,25169,8923
4790,25047,8928
4830,24912,8935
4713,25428,8923
4751,25303,8922
4777,25178,8930
4796,25044,8942
4739,25561,8918
4710,25435,8921
4734,25309,8933
4770,25174,8949
4771,25696,8913
4766,25567,8920
4730,25442,8937
4721,25305,8957
4762,25827,8907
4772,25699,8919
4776,25574,8939
4773,25436,8964
4760,25961,8902
4767,25831,8918
4770,25705,8942
4770,25567,8971
4759,26094,8897
4758,25965,8917
4766,25837,8945
4758,25699,8979
4719,26228,8892
4728,26098,8916
4716,25970,8948
4710,25831,8986
4762,26360,8887
4748,26230,8915
4743,26103,8952
4745,25963,8994
4774,26494,8882
4767,26362,8914
4761,26234,8955
4740,26096,9001
4786,26626,8877
4774,26495,8913
4761,26366,8958
4746,26225,9008
4800,26758,8872
4777,26627,8912
4768,26498,8961
4753,26358,9016
4811,26889,8866
4785,26759,8911
4775,26631,8964
4757,26490,9023
4827,27023,8862
4803,26891,8910
4787,26762,8967
4756,26623,9030
4855,27155,8857
4828,27023,8909
4795,26896,8970
4770,26755,9038
4881,27287,8852
4840,27156,8909
4822,27028,8973
4783,26889,9045
4907,27418,8847
4874,27288,8908
4837,27159,8976
4797,27021,9052
4932,27549,8843
4895,27419,8907
4857,27291,8979
4819,27153,9060
4969,27681,8838
4923,27550,8907
4884,27424,8983
4842,27286,9067
5006,27812,8834
4952,27683,8906
4909,27556,8986
4849,27421,9074
5033,27944,8829
4986,27816,8906
4942,27690,8989
4828,27553,9081
5082,28075,8825
5025,27947,8905
4982,27823,8992
4927,27686,9088
5119,28207,8821
5066,28078,8905
5019,27955,8995
4957,27821,9096
5171,28337,8817
5109,28211,8904
5051,28087,8998
4999,27952,9102
5221,28467,8812
5152,28340,8904
5096,28219,9002
5032,28086,9109
5273,28597,8808
5208,28473,8903
5143,28352,9005
4640,28220,9116
5340,28728,8805
5263,28605,8903
5193,28486,9008
5128,28355,9123
5403,28859,8801
5322,28736,8903
5249,28618,9011
5173,28489,9130
5477,28989,8797
5395,28868,8903
5311,28751,9014
5226,28623,9137
5550,29120,8794
5467,28999,8903
5373,28884,9018
5285,28756,9144
5622,29249,8790
5528,29128,8902
5441,29015,9021
5358,28890,9150
5710,29377,8787
5609,29261,8903
5521,29147,9024
5414,29024,9157
5796,29508,8784
5688,29391,8903
5595,29281,9027
5501,29158,9163
5884,29638,8781
5776,29525,8903
5676,29415,9030
5575,29295,9170
5984,29767,8777
5873,29655,8903
5759,29549,9034
5658,29429,9176
6091,29897,8775
5966,29786,8903
5852,29681,9037
5746,29563,9182
6214,30026,8772
6068,29918,8904
5959,29814,9040
5839,29698,9189
6332,30153,8769
6191,30047,8904
6063,29946,9043
5936,29832,9195
6465,30283,8767
6310,30177,8904
6177,30079,9046
6055,29969,9201
6593,30411,8764
6442,30309,8905
6309,30214,9049
6169,30105,9207
6739,30542,8762
6582,30441,8905
6442,30346,9052
6308,30241,9213
6901,30670,8760
6732,30573,8906
6570,30479,9055
6440,30376,9219
7081,30800,8758
6884,30703,8906
6727,30613,9059
6576,30511,9224
7234,30928,8756
7066,30833,8907
6885,30744,9061
6726,30646,9230
7265,31056,8754
7242,30964,8908
3424,30878,9064
3375,30781,9235
7387,31183,8752
7291,31095,8909
7243,31011,9067
3411,30918,9241
7598,31312,8751
7390,31227,8910
7333,31145,9071
3439,31055,9246
7675,31440,8750
7617,31357,8910
7412,31278,9073
7363,31191,9252
7549,31569,8749
7590,31487,8911
7635,31412,9077
7463,31326,9256
7583,31696,8748
7591,31619,8913
7424,31545,9080
2251,31463,9262
7830,31823,8746
7626,31749,8914
7636,31678,9082
2217,31599,9266
4023,31952,8746
5327,31879,8915
5284,31813,9086
2191,31735,9271
4055,32079,8745
3477,32009,8916
3381,31945,9088
5229,31872,9276
4068,32208,8745
3421,32141,8917
3367,32080,9091
3437,32010,9280
4039,32335,8744
3369,32272,8919
3359,32213,9094
3413,32146,9285
4014,32463,8744
3308,32402,8920
3363,32347,9097
3387,32282,9289
3380,32590,8744
3316,32533,8922
3363,32480,9100
3352,32419,9293
0,32717,8744
3304,32662,8923
3358,32613,9102
3330,32556,9297
4672,32844,8745
4690,32793,8925
3346,32746,9105
3325,32693,9301
4562,32972,8745
2319,32924,8927
6568,32882,9108
4240,32831,9305
4449,33100,8746
2516,33055,8928
6442,33015,9111
2380,32969,9309
2274,33227,8747
2266,33186,8930
2272,33149,9113
2104,33105,9312
2271,33355,8748
2274,33316,8932
2161,33283,9116
2080,33242,9315
